 #  Total cross section table (last run of 'elscata').
 #
 #  Z =   8,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   6.00000E+02  7.92227E-17  1.37555E-17  2.44570E-17  0.00000E+00  2.1E-07
   7.00000E+02  7.09203E-17  1.08181E-17  1.99183E-17  0.00000E+00  2.2E-07
   8.00000E+02  6.42702E-17  8.75752E-18  1.65711E-17  0.00000E+00  2.9E-07
   9.00000E+02  5.88046E-17  7.25095E-18  1.40266E-17  0.00000E+00  3.4E-07
   1.00000E+03  5.42228E-17  6.11315E-18  1.20437E-17  0.00000E+00  3.6E-07
   2.00000E+03  3.06807E-17  1.91578E-18  4.14148E-18  0.00000E+00  7.6E-07
   3.00000E+03  2.14646E-17  9.48883E-19  2.13148E-18  0.00000E+00  9.4E-07
   4.00000E+03  1.65305E-17  5.72039E-19  1.31410E-18  0.00000E+00  3.0E-07
   5.00000E+03  1.34553E-17  3.85040E-19  8.98111E-19  0.00000E+00  2.7E-06
   6.00000E+03  1.13548E-17  2.78158E-19  6.56192E-19  0.00000E+00  3.3E-06
   7.00000E+03  9.82903E-18  2.11091E-19  5.02416E-19  0.00000E+00  3.5E-06
   8.00000E+03  8.67052E-18  1.66116E-19  3.98244E-19  0.00000E+00  5.2E-06
   9.00000E+03  7.76093E-18  1.34418E-19  3.24215E-19  0.00000E+00  4.6E-06
   1.00000E+04  7.02784E-18  1.11197E-19  2.69604E-19  0.00000E+00  5.7E-06
   2.00000E+04  3.66846E-18  3.18329E-20  7.95399E-20  0.00000E+00  1.0E-07
   3.00000E+04  2.52668E-18  1.53261E-20  3.88839E-20  0.00000E+00  1.0E-07
   4.00000E+04  1.95185E-18  9.14415E-21  2.34377E-20  0.00000E+00  1.0E-07
   5.00000E+04  1.60585E-18  6.13868E-21  1.58556E-20  0.00000E+00  1.0E-07
   6.00000E+04  1.37481E-18  4.44076E-21  1.15411E-20  0.00000E+00  1.0E-07
   7.00000E+04  1.20967E-18  3.38257E-21  8.83664E-21  0.00000E+00  1.0E-07
   8.00000E+04  1.08581E-18  2.67569E-21  7.02125E-21  0.00000E+00  1.0E-07
   9.00000E+04  9.89504E-19  2.17843E-21  5.73886E-21  0.00000E+00  1.0E-07
   1.00000E+05  9.12509E-19  1.81433E-21  4.79642E-21  0.00000E+00  1.0E-07
   2.00000E+05  5.68016E-19  5.60377E-22  1.51562E-21  0.00000E+00  2.5E-05
   3.00000E+05  4.55368E-19  2.90121E-22  7.94531E-22  0.00000E+00  3.4E-05
   4.00000E+05  4.00591E-19  1.84138E-22  5.08425E-22  0.00000E+00  4.0E-05
   5.00000E+05  3.68703E-19  1.30209E-22  3.61614E-22  0.00000E+00  4.6E-05
   6.00000E+05  3.48107E-19  9.83943E-23  2.74450E-22  0.00000E+00  5.0E-05
   7.00000E+05  3.33861E-19  7.77524E-23  2.17609E-22  0.00000E+00  5.4E-05
   8.00000E+05  3.23529E-19  6.34423E-23  1.78040E-22  0.00000E+00  5.7E-05
   9.00000E+05  3.15702E-19  5.30275E-23  1.49144E-22  0.00000E+00  6.0E-05
   1.00000E+06  3.10040E-19  4.51657E-23  1.27269E-22  0.00000E+00  6.2E-05
   2.00000E+06  2.85760E-19  1.54380E-23  4.39242E-23  0.00000E+00  7.6E-05
   3.00000E+06  2.79763E-19  8.04712E-24  2.29906E-23  0.00000E+00  8.1E-05
   4.00000E+06  2.77476E-19  5.00313E-24  1.43297E-23  0.00000E+00  8.5E-05
   5.00000E+06  2.76406E-19  3.43514E-24  9.85615E-24  0.00000E+00  8.7E-05
   6.00000E+06  2.75837E-19  2.51509E-24  7.22612E-24  0.00000E+00  8.8E-05
   7.00000E+06  2.75479E-19  1.92654E-24  5.54124E-24  0.00000E+00  8.9E-05
   8.00000E+06  2.75231E-19  1.52608E-24  4.39348E-24  0.00000E+00  9.0E-05
   9.00000E+06  2.75065E-19  1.24065E-24  3.57461E-24  0.00000E+00  9.1E-05
   1.00000E+07  2.74883E-19  1.02967E-24  2.96883E-24  0.00000E+00  9.1E-05
   2.00000E+07  2.74094E-19  2.94926E-25  8.54426E-25  0.00000E+00  9.4E-05
   3.00000E+07  2.73853E-19  1.39554E-25  4.05682E-25  0.00000E+00  9.4E-05
   4.00000E+07  2.73857E-19  8.14766E-26  2.37583E-25  0.00000E+00  9.5E-05
   5.00000E+07  2.73960E-19  5.34361E-26  1.56276E-25  0.00000E+00  9.5E-05
   6.00000E+07  2.74078E-19  3.77414E-26  1.10686E-25  0.00000E+00  9.5E-05
   7.00000E+07  2.74175E-19  2.80644E-26  8.25217E-26  0.00000E+00  9.5E-05
   8.00000E+07  2.74204E-19  2.16760E-26  6.38902E-26  0.00000E+00  9.5E-05
   9.00000E+07  2.74231E-19  1.72383E-26  5.09200E-26  0.00000E+00  9.5E-05
   1.00000E+08  2.74227E-19  1.40315E-26  4.15265E-26  0.00000E+00  9.6E-05
