

  **** Partial wave analysis (DPWA0) ******************************************


  Kinetic energy = 1.00000E+07 eV

      L       Phase(spin UP)     Phase(spin DOWN)
  2.250E+01 3.14041E-26  0.000E+00 ( 1.733E-13, 1.722E-14) ( 3.273E-14, 3.252E-15)  1.00E-07
  2.275E+01 3.00380E-26  0.000E+00 ( 1.694E-13, 1.686E-14) ( 3.236E-14, 3.220E-15)  1.00E-07
  2.300E+01 2.87451E-26  0.000E+00 ( 1.656E-13, 1.651E-14) ( 3.200E-14, 3.189E-15)  1.00E-07
  2.325E+01 2.75208E-26  0.000E+00 ( 1.620E-13, 1.617E-14) ( 3.165E-14, 3.158E-15)  1.00E-07
  2.350E+01 2.63606E-26  0.000E+00 ( 1.585E-13, 1.584E-14) ( 3.130E-14, 3.128E-15)  1.00E-07
  2.375E+01 2.52608E-26  0.000E+00 ( 1.551E-13, 1.553E-14) ( 3.096E-14, 3.099E-15)  1.00E-07
  2.400E+01 2.42174E-26  0.000E+00 ( 1.518E-13, 1.522E-14) ( 3.063E-14, 3.070E-15)  1.00E-07
  2.425E+01 2.32272E-26  0.000E+00 ( 1.486E-13, 1.492E-14) ( 3.030E-14, 3.042E-15)  1.00E-07
  2.450E+01 2.22868E-26  0.000E+00 ( 1.455E-13, 1.463E-14) ( 2.999E-14, 3.014E-15)  1.00E-07
  2.475E+01 2.13933E-26  0.000E+00 ( 1.425E-13, 1.434E-14) ( 2.967E-14, 2.987E-15)  1.00E-07
  2.500E+01 2.05439E-26  0.000E+00 ( 1.396E-13, 1.407E-14) ( 2.937E-14, 2.960E-15)  1.00E-07
  2.550E+01 1.89674E-26  0.000E+00 ( 1.340E-13, 1.354E-14) ( 2.877E-14, 2.908E-15)  1.00E-07
  2.600E+01 1.75386E-26  0.000E+00 ( 1.287E-13, 1.305E-14) ( 2.820E-14, 2.857E-15)  1.00E-07
  2.650E+01 1.62412E-26  0.000E+00 ( 1.237E-13, 1.257E-14) ( 2.765E-14, 2.809E-15)  1.00E-07
  2.700E+01 1.50609E-26  0.000E+00 ( 1.190E-13, 1.213E-14) ( 2.712E-14, 2.762E-15)  1.00E-07
  2.750E+01 1.39854E-26  0.000E+00 ( 1.146E-13, 1.170E-14) ( 2.661E-14, 2.716E-15)  1.00E-07
  2.800E+01 1.30036E-26  0.000E+00 ( 1.104E-13, 1.130E-14) ( 2.611E-14, 2.672E-15)  1.00E-07
  2.850E+01 1.21060E-26  0.000E+00 ( 1.064E-13, 1.092E-14) ( 2.563E-14, 2.629E-15)  1.00E-07
  2.900E+01 1.12841E-26  0.000E+00 ( 1.026E-13, 1.055E-14) ( 2.517E-14, 2.588E-15)  1.00E-07
  2.950E+01 1.05304E-26  0.000E+00 ( 9.904E-14, 1.021E-14) ( 2.473E-14, 2.548E-15)  1.00E-07
  3.000E+01 9.83810E-27  0.000E+00 ( 9.562E-14, 9.878E-15) ( 2.430E-14, 2.509E-15)  1.00E-07
  3.050E+01 9.20141E-27  0.000E+00 ( 9.238E-14, 9.564E-15) ( 2.388E-14, 2.471E-15)  1.00E-07
  3.100E+01 8.61503E-27  0.000E+00 ( 8.929E-14, 9.263E-15) ( 2.347E-14, 2.434E-15)  1.00E-07
  3.150E+01 8.07429E-27  0.000E+00 ( 8.634E-14, 8.976E-15) ( 2.308E-14, 2.399E-15)  1.00E-07
  3.200E+01 7.57499E-27  0.000E+00 ( 8.354E-14, 8.702E-15) ( 2.270E-14, 2.364E-15)  1.00E-07
  3.250E+01 7.11342E-27  0.000E+00 ( 8.086E-14, 8.440E-15) ( 2.233E-14, 2.330E-15)  1.00E-07
  3.300E+01 6.68619E-27  0.000E+00 ( 7.830E-14, 8.189E-15) ( 2.198E-14, 2.297E-15)  1.00E-07
  3.350E+01 6.29029E-27  0.000E+00 ( 7.586E-14, 7.948E-15) ( 2.163E-14, 2.265E-15)  1.00E-07
  3.400E+01 5.92301E-27  0.000E+00 ( 7.352E-14, 7.718E-15) ( 2.129E-14, 2.234E-15)  1.00E-07
  3.450E+01 5.58188E-27  0.000E+00 ( 7.128E-14, 7.497E-15) ( 2.096E-14, 2.204E-15)  1.00E-07
  3.500E+01 5.26476E-27  0.000E+00 ( 6.914E-14, 7.285E-15) ( 2.064E-14, 2.174E-15)  1.00E-07
  3.550E+01 4.96960E-27  0.000E+00 ( 6.709E-14, 7.081E-15) ( 2.033E-14, 2.145E-15)  1.00E-07
  3.600E+01 4.69467E-27  0.000E+00 ( 6.513E-14, 6.886E-15) ( 2.003E-14, 2.117E-15)  1.00E-07
  3.650E+01 4.43827E-27  0.000E+00 ( 6.324E-14, 6.698E-15) ( 1.974E-14, 2.090E-15)  1.00E-07
  3.700E+01 4.19898E-27  0.000E+00 ( 6.143E-14, 6.517E-15) ( 1.945E-14, 2.063E-15)  1.00E-07
  3.750E+01 3.97540E-27  0.000E+00 ( 5.969E-14, 6.343E-15) ( 1.917E-14, 2.036E-15)  1.00E-07
  3.800E+01 3.76634E-27  0.000E+00 ( 5.802E-14, 6.176E-15) ( 1.890E-14, 2.011E-15)  1.00E-07
  3.850E+01 3.57068E-27  0.000E+00 ( 5.642E-14, 6.015E-15) ( 1.864E-14, 1.986E-15)  1.00E-07
  3.900E+01 3.38741E-27  0.000E+00 ( 5.488E-14, 5.859E-15) ( 1.838E-14, 1.961E-15)  1.00E-07
  3.950E+01 3.21562E-27  0.000E+00 ( 5.339E-14, 5.710E-15) ( 1.813E-14, 1.937E-15)  1.00E-07
  4.000E+01 3.05444E-27  0.000E+00 ( 5.196E-14, 5.565E-15) ( 1.788E-14, 1.914E-15)  1.00E-07
  4.050E+01 2.90310E-27  0.000E+00 ( 5.059E-14, 5.426E-15) ( 1.764E-14, 1.891E-15)  1.00E-07
  4.100E+01 2.76089E-27  0.000E+00 ( 4.926E-14, 5.291E-15) ( 1.741E-14, 1.869E-15)  1.00E-07
  4.150E+01 2.62715E-27  0.000E+00 ( 4.798E-14, 5.161E-15) ( 1.718E-14, 1.847E-15)  1.00E-07
  4.200E+01 2.50130E-27  0.000E+00 ( 4.675E-14, 5.036E-15) ( 1.695E-14, 1.825E-15)  1.00E-07
  4.250E+01 2.38279E-27  0.000E+00 ( 4.556E-14, 4.914E-15) ( 1.673E-14, 1.804E-15)  1.00E-07
  4.300E+01 2.27111E-27  0.000E+00 ( 4.441E-14, 4.797E-15) ( 1.652E-14, 1.784E-15)  1.00E-07
  4.350E+01 2.16580E-27  0.000E+00 ( 4.330E-14, 4.684E-15) ( 1.631E-14, 1.763E-15)  1.00E-07
  4.400E+01 2.06643E-27  0.000E+00 ( 4.223E-14, 4.574E-15) ( 1.611E-14, 1.743E-15)  1.00E-07
  4.450E+01 1.97259E-27  0.000E+00 ( 4.119E-14, 4.467E-15) ( 1.591E-14, 1.724E-15)  1.00E-07
  4.500E+01 1.88392E-27  0.000E+00 ( 4.019E-14, 4.365E-15) ( 1.571E-14, 1.705E-15)  1.00E-07
  4.550E+01 1.80010E-27  0.000E+00 ( 3.922E-14, 4.265E-15) ( 1.552E-14, 1.686E-15)  1.00E-07
  4.600E+01 1.72081E-27  0.000E+00 ( 3.828E-14, 4.168E-15) ( 1.533E-14, 1.668E-15)  1.00E-07
  4.650E+01 1.64575E-27  0.000E+00 ( 3.738E-14, 4.075E-15) ( 1.515E-14, 1.650E-15)  1.00E-07
  4.700E+01 1.57467E-27  0.000E+00 ( 3.650E-14, 3.984E-15) ( 1.496E-14, 1.632E-15)  1.00E-07
  4.750E+01 1.50731E-27  0.000E+00 ( 3.565E-14, 3.896E-15) ( 1.479E-14, 1.615E-15)  1.00E-07
  4.800E+01 1.44344E-27  0.000E+00 ( 3.483E-14, 3.810E-15) ( 1.461E-14, 1.598E-15)  1.00E-07
  4.850E+01 1.38285E-27  0.000E+00 ( 3.403E-14, 3.727E-15) ( 1.444E-14, 1.581E-15)  1.00E-07
  4.900E+01 1.32534E-27  0.000E+00 ( 3.325E-14, 3.647E-15) ( 1.428E-14, 1.564E-15)  1.00E-07
  4.950E+01 1.27072E-27  0.000E+00 ( 3.250E-14, 3.568E-15) ( 1.411E-14, 1.548E-15)  1.00E-07
  5.000E+01 1.21883E-27  0.000E+00 ( 3.177E-14, 3.492E-15) ( 1.395E-14, 1.532E-15)  1.00E-07
  5.050E+01 1.16951E-27  0.000E+00 ( 3.107E-14, 3.418E-15) ( 1.379E-14, 1.517E-15)  1.00E-07
  5.100E+01 1.12259E-27  0.000E+00 ( 3.038E-14, 3.347E-15) ( 1.364E-14, 1.501E-15)  1.00E-07
  5.150E+01 1.07795E-27  0.000E+00 ( 2.972E-14, 3.277E-15) ( 1.349E-14, 1.486E-15)  1.00E-07
  5.200E+01 1.03545E-27  0.000E+00 ( 2.907E-14, 3.209E-15) ( 1.334E-14, 1.471E-15)  1.00E-07
  5.250E+01 9.94972E-28  0.000E+00 ( 2.844E-14, 3.143E-15) ( 1.319E-14, 1.456E-15)  1.00E-07
  5.300E+01 9.56404E-28  0.000E+00 ( 2.783E-14, 3.079E-15) ( 1.305E-14, 1.442E-15)  1.00E-07
  5.350E+01 9.19641E-28  0.000E+00 ( 2.724E-14, 3.016E-15) ( 1.291E-14, 1.428E-15)  1.00E-07
  5.400E+01 8.84581E-28  0.000E+00 ( 2.666E-14, 2.955E-15) ( 1.277E-14, 1.414E-15)  1.00E-07
  5.450E+01 8.51131E-28  0.000E+00 ( 2.610E-14, 2.896E-15) ( 1.263E-14, 1.400E-15)  1.00E-07
  5.500E+01 8.19202E-28  0.000E+00 ( 2.556E-14, 2.838E-15) ( 1.250E-14, 1.387E-15)  1.00E-07
  5.550E+01 7.88712E-28  0.000E+00 ( 2.502E-14, 2.782E-15) ( 1.236E-14, 1.373E-15)  1.00E-07
  5.600E+01 7.59586E-28  0.000E+00 ( 2.451E-14, 2.727E-15) ( 1.223E-14, 1.360E-15)  1.00E-07
  5.650E+01 7.31754E-28  0.000E+00 ( 2.401E-14, 2.674E-15) ( 1.210E-14, 1.347E-15)  1.00E-07
  5.700E+01 7.05147E-28  0.000E+00 ( 2.352E-14, 2.622E-15) ( 1.198E-14, 1.334E-15)  1.00E-07
  5.750E+01 6.79702E-28  0.000E+00 ( 2.304E-14, 2.571E-15) ( 1.185E-14, 1.322E-15)  1.00E-07
  5.800E+01 6.55358E-28  0.000E+00 ( 2.257E-14, 2.521E-15) ( 1.173E-14, 1.309E-15)  1.00E-07
  5.850E+01 6.32059E-28  0.000E+00 ( 2.212E-14, 2.473E-15) ( 1.161E-14, 1.297E-15)  1.00E-07
  5.900E+01 6.09750E-28  0.000E+00 ( 2.168E-14, 2.426E-15) ( 1.149E-14, 1.285E-15)  1.00E-07
  5.950E+01 5.88382E-28  0.000E+00 ( 2.125E-14, 2.380E-15) ( 1.138E-14, 1.273E-15)  1.00E-07
  6.000E+01 5.67911E-28  0.000E+00 ( 2.083E-14, 2.335E-15) ( 1.126E-14, 1.261E-15)  1.00E-07
  6.050E+01 5.48292E-28  0.000E+00 ( 2.042E-14, 2.291E-15) ( 1.115E-14, 1.250E-15)  1.00E-07
  6.100E+01 5.29484E-28  0.000E+00 ( 2.003E-14, 2.249E-15) ( 1.104E-14, 1.238E-15)  1.00E-07
  6.150E+01 5.11445E-28  0.000E+00 ( 1.964E-14, 2.207E-15) ( 1.093E-14, 1.227E-15)  1.00E-07
  6.200E+01 4.94139E-28  0.000E+00 ( 1.926E-14, 2.166E-15) ( 1.082E-14, 1.216E-15)  1.00E-07
  6.250E+01 4.77529E-28  0.000E+00 ( 1.889E-14, 2.126E-15) ( 1.072E-14, 1.205E-15)  1.00E-07
  6.300E+01 4.61583E-28  0.000E+00 ( 1.853E-14, 2.087E-15) ( 1.061E-14, 1.194E-15)  1.00E-07
  6.350E+01 4.46271E-28  0.000E+00 ( 1.817E-14, 2.049E-15) ( 1.051E-14, 1.183E-15)  1.00E-07
  6.400E+01 4.31564E-28  0.000E+00 ( 1.783E-14, 2.012E-15) ( 1.040E-14, 1.173E-15)  1.00E-07
  6.450E+01 4.17433E-28  0.000E+00 ( 1.749E-14, 1.975E-15) ( 1.030E-14, 1.162E-15)  1.00E-07
  6.500E+01 4.03852E-28  0.000E+00 ( 1.716E-14, 1.940E-15) ( 1.021E-14, 1.152E-15)  1.00E-07
  6.550E+01 3.90794E-28  0.000E+00 ( 1.684E-14, 1.905E-15) ( 1.011E-14, 1.142E-15)  1.00E-07
  6.600E+01 3.78235E-28  0.000E+00 ( 1.653E-14, 1.871E-15) ( 1.001E-14, 1.132E-15)  1.00E-07
  6.650E+01 3.66153E-28  0.000E+00 ( 1.622E-14, 1.838E-15) ( 9.915E-15, 1.122E-15)  1.00E-07
  6.700E+01 3.54528E-28  0.000E+00 ( 1.592E-14, 1.805E-15) ( 9.821E-15, 1.112E-15)  1.00E-07
  6.750E+01 3.43339E-28  0.000E+00 ( 1.563E-14, 1.773E-15) ( 9.729E-15, 1.102E-15)  1.00E-07
  6.800E+01 3.32568E-28  0.000E+00 ( 1.534E-14, 1.742E-15) ( 9.637E-15, 1.093E-15)  1.00E-07
  6.850E+01 3.22197E-28  0.000E+00 ( 1.507E-14, 1.711E-15) ( 9.547E-15, 1.083E-15)  1.00E-07
  6.900E+01 3.12206E-28  0.000E+00 ( 1.479E-14, 1.682E-15) ( 9.457E-15, 1.074E-15)  1.00E-07
  6.950E+01 3.02578E-28  0.000E+00 ( 1.452E-14, 1.652E-15) ( 9.369E-15, 1.065E-15)  1.00E-07
  7.000E+01 2.93297E-28  0.000E+00 ( 1.426E-14, 1.624E-15) ( 9.282E-15, 1.055E-15)  1.00E-07
  7.050E+01 2.84351E-28  0.000E+00 ( 1.400E-14, 1.595E-15) ( 9.196E-15, 1.046E-15)  1.00E-07
  7.100E+01 2.75727E-28  0.000E+00 ( 1.375E-14, 1.568E-15) ( 9.112E-15, 1.037E-15)  1.00E-07
  7.150E+01 2.67412E-28  0.000E+00 ( 1.351E-14, 1.541E-15) ( 9.028E-15, 1.028E-15)  1.00E-07
  7.200E+01 2.59391E-28  0.000E+00 ( 1.327E-14, 1.515E-15) ( 8.945E-15, 1.020E-15)  1.00E-07
  7.250E+01 2.51647E-28  0.000E+00 ( 1.303E-14, 1.489E-15) ( 8.863E-15, 1.011E-15)  1.00E-07
  7.300E+01 2.44172E-28  0.000E+00 ( 1.280E-14, 1.463E-15) ( 8.782E-15, 1.002E-15)  1.00E-07
  7.350E+01 2.36958E-28  0.000E+00 ( 1.258E-14, 1.438E-15) ( 8.702E-15, 9.939E-16)  1.00E-07
  7.400E+01 2.29994E-28  0.000E+00 ( 1.236E-14, 1.414E-15) ( 8.623E-15, 9.855E-16)  1.00E-07
  7.450E+01 2.23268E-28  0.000E+00 ( 1.214E-14, 1.390E-15) ( 8.545E-15, 9.772E-16)  1.00E-07
  7.500E+01 2.16771E-28  0.000E+00 ( 1.193E-14, 1.367E-15) ( 8.468E-15, 9.689E-16)  1.00E-07
  7.550E+01 2.10492E-28  0.000E+00 ( 1.172E-14, 1.344E-15) ( 8.392E-15, 9.608E-16)  1.00E-07
  7.600E+01 2.04424E-28  0.000E+00 ( 1.152E-14, 1.321E-15) ( 8.316E-15, 9.527E-16)  1.00E-07
  7.650E+01 1.98559E-28  0.000E+00 ( 1.132E-14, 1.299E-15) ( 8.241E-15, 9.447E-16)  1.00E-07
  7.700E+01 1.92888E-28  0.000E+00 ( 1.112E-14, 1.277E-15) ( 8.168E-15, 9.368E-16)  1.00E-07
  7.750E+01 1.87406E-28  0.000E+00 ( 1.093E-14, 1.256E-15) ( 8.095E-15, 9.290E-16)  1.00E-07
  7.800E+01 1.82103E-28  0.000E+00 ( 1.074E-14, 1.235E-15) ( 8.022E-15, 9.212E-16)  1.00E-07
  7.850E+01 1.76973E-28  0.000E+00 ( 1.056E-14, 1.215E-15) ( 7.951E-15, 9.135E-16)  1.00E-07
  7.900E+01 1.72009E-28  0.000E+00 ( 1.038E-14, 1.195E-15) ( 7.880E-15, 9.059E-16)  1.00E-07
  7.950E+01 1.67205E-28  0.000E+00 ( 1.020E-14, 1.175E-15) ( 7.810E-15, 8.984E-16)  1.00E-07
  8.000E+01 1.62555E-28  0.000E+00 ( 1.002E-14, 1.156E-15) ( 7.741E-15, 8.909E-16)  1.00E-07
  8.050E+01 1.58053E-28  0.000E+00 ( 9.854E-15, 1.137E-15) ( 7.673E-15, 8.835E-16)  1.00E-07
  8.100E+01 1.53694E-28  0.000E+00 ( 9.687E-15, 1.118E-15) ( 7.605E-15, 8.762E-16)  1.00E-07
  8.150E+01 1.49473E-28  0.000E+00 ( 9.523E-15, 1.100E-15) ( 7.538E-15, 8.689E-16)  1.00E-07
  8.200E+01 1.45384E-28  0.000E+00 ( 9.362E-15, 1.082E-15) ( 7.471E-15, 8.617E-16)  1.00E-07
  8.250E+01 1.41422E-28  0.000E+00 ( 9.204E-15, 1.064E-15) ( 7.406E-15, 8.546E-16)  1.00E-07
  8.300E+01 1.37583E-28  0.000E+00 ( 9.049E-15, 1.047E-15) ( 7.341E-15, 8.475E-16)  1.00E-07
  8.350E+01 1.33862E-28  0.000E+00 ( 8.897E-15, 1.030E-15) ( 7.276E-15, 8.405E-16)  1.00E-07
  8.400E+01 1.30255E-28  0.000E+00 ( 8.747E-15, 1.013E-15) ( 7.212E-15, 8.335E-16)  1.00E-07
  8.450E+01 1.26759E-28  0.000E+00 ( 8.601E-15, 9.964E-16) ( 7.149E-15, 8.266E-16)  1.00E-07
  8.500E+01 1.23369E-28  0.000E+00 ( 8.457E-15, 9.802E-16) ( 7.086E-15, 8.198E-16)  1.00E-07
  8.550E+01 1.20081E-28  0.000E+00 ( 8.315E-15, 9.643E-16) ( 7.024E-15, 8.130E-16)  1.00E-07
  8.600E+01 1.16891E-28  0.000E+00 ( 8.177E-15, 9.487E-16) ( 6.963E-15, 8.063E-16)  1.00E-07
  8.650E+01 1.13797E-28  0.000E+00 ( 8.040E-15, 9.333E-16) ( 6.902E-15, 7.997E-16)  1.00E-07
  8.700E+01 1.10795E-28  0.000E+00 ( 7.906E-15, 9.183E-16) ( 6.842E-15, 7.931E-16)  1.00E-07
  8.750E+01 1.07882E-28  0.000E+00 ( 7.775E-15, 9.034E-16) ( 6.782E-15, 7.865E-16)  1.00E-07
  8.800E+01 1.05054E-28  0.000E+00 ( 7.646E-15, 8.889E-16) ( 6.723E-15, 7.800E-16)  1.00E-07
  8.850E+01 1.02309E-28  0.000E+00 ( 7.519E-15, 8.745E-16) ( 6.664E-15, 7.736E-16)  1.00E-07
  8.900E+01 9.96446E-29  0.000E+00 ( 7.394E-15, 8.605E-16) ( 6.606E-15, 7.672E-16)  1.00E-07
  8.950E+01 9.70570E-29  0.000E+00 ( 7.272E-15, 8.466E-16) ( 6.549E-15, 7.608E-16)  1.00E-07
  9.000E+01 9.45440E-29  0.000E+00 ( 7.151E-15, 8.330E-16) ( 6.491E-15, 7.545E-16)  1.00E-07
  9.050E+01 9.21030E-29  0.000E+00 ( 7.033E-15, 8.196E-16) ( 6.435E-15, 7.483E-16)  1.00E-07
  9.100E+01 8.97318E-29  0.000E+00 ( 6.917E-15, 8.064E-16) ( 6.379E-15, 7.421E-16)  1.00E-07
  9.150E+01 8.74280E-29  0.000E+00 ( 6.803E-15, 7.935E-16) ( 6.323E-15, 7.359E-16)  1.00E-07
  9.200E+01 8.51895E-29  0.000E+00 ( 6.690E-15, 7.807E-16) ( 6.268E-15, 7.298E-16)  1.00E-07
  9.250E+01 8.30140E-29  0.000E+00 ( 6.580E-15, 7.682E-16) ( 6.213E-15, 7.237E-16)  1.00E-07
  9.300E+01 8.08995E-29  0.000E+00 ( 6.472E-15, 7.559E-16) ( 6.159E-15, 7.177E-16)  1.00E-07
  9.350E+01 7.88440E-29  0.000E+00 ( 6.365E-15, 7.438E-16) ( 6.105E-15, 7.118E-16)  1.00E-07
  9.400E+01 7.68454E-29  0.000E+00 ( 6.260E-15, 7.318E-16) ( 6.052E-15, 7.058E-16)  1.00E-07
  9.450E+01 7.49021E-29  0.000E+00 ( 6.157E-15, 7.201E-16) ( 5.999E-15, 6.999E-16)  1.00E-07
  9.500E+01 7.30123E-29  0.000E+00 ( 6.056E-15, 7.086E-16) ( 5.946E-15, 6.941E-16)  1.00E-07
  9.550E+01 7.11743E-29  0.000E+00 ( 5.956E-15, 6.972E-16) ( 5.894E-15, 6.883E-16)  1.00E-07
  9.600E+01 6.93864E-29  0.000E+00 ( 5.858E-15, 6.860E-16) ( 5.843E-15, 6.825E-16)  1.00E-07
  9.650E+01 6.76472E-29  0.000E+00 ( 5.761E-15, 6.750E-16) ( 5.791E-15, 6.768E-16)  1.00E-07
  9.700E+01 6.59549E-29  0.000E+00 ( 5.667E-15, 6.642E-16) ( 5.740E-15, 6.711E-16)  1.00E-07
  9.750E+01 6.43080E-29  0.000E+00 ( 5.573E-15, 6.535E-16) ( 5.690E-15, 6.655E-16)  1.00E-07
  9.800E+01 6.27053E-29  0.000E+00 ( 5.482E-15, 6.430E-16) ( 5.640E-15, 6.599E-16)  1.00E-07
  9.850E+01 6.11454E-29  0.000E+00 ( 5.391E-15, 6.327E-16) ( 5.590E-15, 6.543E-16)  1.00E-07
  9.900E+01 5.96270E-29  0.000E+00 ( 5.303E-15, 6.225E-16) ( 5.541E-15, 6.488E-16)  1.00E-07
  9.950E+01 5.81487E-29  0.000E+00 ( 5.215E-15, 6.125E-16) ( 5.492E-15, 6.433E-16)  1.00E-07
  1.000E+02 5.67095E-29  0.000E+00 ( 5.129E-15, 6.027E-16) ( 5.443E-15, 6.378E-16)  1.00E-07
  1.005E+02 5.53080E-29  0.000E+00 ( 5.045E-15, 5.930E-16) ( 5.395E-15, 6.324E-16)  1.00E-07
  1.010E+02 5.39430E-29  0.000E+00 ( 4.962E-15, 5.834E-16) ( 5.347E-15, 6.270E-16)  1.00E-07
  1.015E+02 5.26136E-29  0.000E+00 ( 4.880E-15, 5.740E-16) ( 5.300E-15, 6.217E-16)  1.00E-07
  1.020E+02 5.13186E-29  0.000E+00 ( 4.799E-15, 5.648E-16) ( 5.252E-15, 6.164E-16)  1.00E-07
  1.025E+02 5.00571E-29  0.000E+00 ( 4.720E-15, 5.557E-16) ( 5.206E-15, 6.111E-16)  1.00E-07
  1.030E+02 4.88280E-29  0.000E+00 ( 4.642E-15, 5.467E-16) ( 5.159E-15, 6.058E-16)  1.00E-07
  1.035E+02 4.76305E-29  0.000E+00 ( 4.565E-15, 5.379E-16) ( 5.113E-15, 6.006E-16)  1.00E-07
  1.040E+02 4.64635E-29  0.000E+00 ( 4.489E-15, 5.292E-16) ( 5.067E-15, 5.954E-16)  1.00E-07
  1.045E+02 4.53261E-29  0.000E+00 ( 4.415E-15, 5.206E-16) ( 5.021E-15, 5.902E-16)  1.00E-07
  1.050E+02 4.42175E-29  0.000E+00 ( 4.342E-15, 5.121E-16) ( 4.976E-15, 5.851E-16)  1.00E-07
  1.055E+02 4.31368E-29  0.000E+00 ( 4.270E-15, 5.038E-16) ( 4.931E-15, 5.800E-16)  1.00E-07
  1.060E+02 4.20834E-29  0.000E+00 ( 4.199E-15, 4.956E-16) ( 4.886E-15, 5.750E-16)  1.00E-07
  1.065E+02 4.10563E-29  0.000E+00 ( 4.129E-15, 4.876E-16) ( 4.842E-15, 5.699E-16)  1.00E-07
  1.070E+02 4.00549E-29  0.000E+00 ( 4.060E-15, 4.796E-16) ( 4.798E-15, 5.649E-16)  1.00E-07
  1.075E+02 3.90784E-29  0.000E+00 ( 3.992E-15, 4.718E-16) ( 4.754E-15, 5.599E-16)  1.00E-07
  1.080E+02 3.81260E-29  0.000E+00 ( 3.926E-15, 4.641E-16) ( 4.711E-15, 5.550E-16)  1.00E-07
  1.085E+02 3.71971E-29  0.000E+00 ( 3.860E-15, 4.565E-16) ( 4.667E-15, 5.501E-16)  1.00E-07
  1.090E+02 3.62910E-29  0.000E+00 ( 3.796E-15, 4.490E-16) ( 4.624E-15, 5.452E-16)  1.00E-07
  1.095E+02 3.54072E-29  0.000E+00 ( 3.732E-15, 4.416E-16) ( 4.582E-15, 5.403E-16)  1.00E-07
  1.100E+02 3.45450E-29  0.000E+00 ( 3.669E-15, 4.344E-16) ( 4.539E-15, 5.355E-16)  1.00E-07
  1.105E+02 3.37037E-29  0.000E+00 ( 3.608E-15, 4.272E-16) ( 4.497E-15, 5.306E-16)  1.00E-07
  1.110E+02 3.28829E-29  0.000E+00 ( 3.547E-15, 4.202E-16) ( 4.455E-15, 5.258E-16)  1.00E-07
  1.115E+02 3.20820E-29  0.000E+00 ( 3.487E-15, 4.132E-16) ( 4.414E-15, 5.211E-16)  1.00E-07
  1.120E+02 3.13003E-29  0.000E+00 ( 3.428E-15, 4.064E-16) ( 4.372E-15, 5.163E-16)  1.00E-07
  1.125E+02 3.05373E-29  0.000E+00 ( 3.370E-15, 3.997E-16) ( 4.331E-15, 5.116E-16)  1.00E-07
  1.130E+02 2.97927E-29  0.000E+00 ( 3.313E-15, 3.930E-16) ( 4.290E-15, 5.069E-16)  1.00E-07
  1.135E+02 2.90658E-29  0.000E+00 ( 3.257E-15, 3.865E-16) ( 4.249E-15, 5.023E-16)  1.00E-07
  1.140E+02 2.83563E-29  0.000E+00 ( 3.201E-15, 3.800E-16) ( 4.209E-15, 4.976E-16)  1.00E-07
  1.145E+02 2.76636E-29  0.000E+00 ( 3.147E-15, 3.737E-16) ( 4.169E-15, 4.930E-16)  1.00E-07
  1.150E+02 2.69873E-29  0.000E+00 ( 3.093E-15, 3.674E-16) ( 4.129E-15, 4.884E-16)  1.00E-07
  1.155E+02 2.63269E-29  0.000E+00 ( 3.040E-15, 3.612E-16) ( 4.089E-15, 4.838E-16)  1.00E-07
  1.160E+02 2.56820E-29  0.000E+00 ( 2.988E-15, 3.552E-16) ( 4.049E-15, 4.793E-16)  1.00E-07
  1.165E+02 2.50523E-29 -4.798E-04 ( 2.937E-15, 3.492E-16) ( 4.010E-15, 4.747E-16)  1.00E-07
  1.170E+02 2.44372E-29 -4.859E-04 ( 2.886E-15, 3.433E-16) ( 3.971E-15, 4.702E-16)  1.00E-07
  1.175E+02 2.38366E-29 -4.919E-04 ( 2.836E-15, 3.375E-16) ( 3.932E-15, 4.658E-16)  1.00E-07
  1.180E+02 2.32499E-29 -4.980E-04 ( 2.787E-15, 3.317E-16) ( 3.893E-15, 4.613E-16)  1.00E-07
  1.185E+02 2.26769E-29 -5.042E-04 ( 2.739E-15, 3.261E-16) ( 3.855E-15, 4.568E-16)  1.00E-07
  1.190E+02 2.21171E-29 -5.106E-04 ( 2.691E-15, 3.205E-16) ( 3.817E-15, 4.524E-16)  1.00E-07
  1.195E+02 2.15701E-29 -5.171E-04 ( 2.645E-15, 3.150E-16) ( 3.778E-15, 4.480E-16)  1.00E-07
  1.200E+02 2.10358E-29 -5.238E-04 ( 2.598E-15, 3.096E-16) ( 3.741E-15, 4.436E-16)  1.00E-07
  1.205E+02 2.05138E-29 -5.304E-04 ( 2.553E-15, 3.043E-16) ( 3.703E-15, 4.393E-16)  1.00E-07
  1.210E+02 2.00037E-29 -5.371E-04 ( 2.508E-15, 2.991E-16) ( 3.665E-15, 4.349E-16)  1.00E-07
  1.215E+02 1.95053E-29 -5.438E-04 ( 2.464E-15, 2.939E-16) ( 3.628E-15, 4.306E-16)  1.00E-07
  1.220E+02 1.90182E-29 -5.507E-04 ( 2.421E-15, 2.888E-16) ( 3.591E-15, 4.263E-16)  1.00E-07
  1.225E+02 1.85423E-29 -5.577E-04 ( 2.378E-15, 2.838E-16) ( 3.554E-15, 4.220E-16)  1.00E-07
  1.230E+02 1.80771E-29 -5.649E-04 ( 2.336E-15, 2.788E-16) ( 3.517E-15, 4.177E-16)  1.00E-07
