 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   1,   projectile: electron
 #  Kinetic energy = 1.00000E+07 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  1.610E+02  9.72759E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.615E+02  9.74162E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.620E+02  9.75528E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.625E+02  9.76858E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.630E+02  9.78152E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.635E+02  9.79410E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.640E+02  9.80631E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.645E+02  9.81815E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.650E+02  9.82963E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.655E+02  9.84074E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.660E+02  9.85148E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.665E+02  9.86185E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.670E+02  9.87185E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.675E+02  9.88148E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.680E+02  9.89074E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.685E+02  9.89962E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.690E+02  9.90814E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.695E+02  9.91627E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.700E+02  9.92404E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.705E+02  9.93143E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.710E+02  9.93844E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.715E+02  9.94508E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.720E+02  9.95134E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.725E+02  9.95722E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.730E+02  9.96273E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.735E+02  9.96786E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.740E+02  9.97261E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.745E+02  9.97698E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.750E+02  9.98097E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.755E+02  9.98459E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.760E+02  9.98782E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.765E+02  9.99067E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.770E+02  9.99315E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.775E+02  9.99524E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.780E+02  9.99695E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.785E+02  9.99829E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.790E+02  9.99924E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.795E+02  9.99981E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  1.800E+02  1.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
