

  **** Partial wave analysis (DPWA0) ******************************************


  Kinetic energy = 1.00000E+07 eV

      L       Phase(spin UP)     Phase(spin DOWN)
     900      2.04361918E-01      2.04639451E-01  i
     920      1.98648224E-01      1.98914890E-01  i
     940      1.93157400E-01      1.93413701E-01  i
     960      1.87879157E-01      1.88125571E-01  i
     980      1.82803716E-01      1.83040697E-01  i
    1000      1.77921759E-01      1.78149741E-01  i
    1020      1.73224404E-01      1.73443799E-01  i
    1040      1.68703172E-01      1.68914376E-01  i
    1060      1.64349970E-01      1.64553358E-01  i
    1080      1.60157064E-01      1.60352998E-01  i
    1100      1.56117072E-01      1.56305893E-01  i
    1120      1.52222938E-01      1.52404976E-01  i
    1140      1.48467929E-01      1.48643497E-01  i
    1160      1.44845617E-01      1.45015014E-01  i
    1180      1.41349872E-01      1.41513383E-01  i
    1200      1.37974847E-01      1.38132743E-01  i
    1250      1.30029526E-01      1.30174493E-01  i
    1300      1.22724641E-01      1.22858108E-01  i
    1350      1.15989676E-01      1.16112903E-01  i
    1400      1.09762687E-01      1.09876777E-01  i
    1450      1.03989426E-01      1.04095345E-01  i
    1500      9.86225083E-02      9.87210996E-02  i
    1550      9.36206207E-02      9.37126180E-02  i
    1600      8.89477764E-02      8.90338189E-02  i
    1650      8.45726352E-02      8.46532799E-02  i
    1700      8.04678856E-02      8.05436180E-02  i
    1750      7.66096912E-02      7.66809355E-02  i
    1800      7.29772016E-02      7.30443295E-02  i
    1850      6.95521238E-02      6.96154618E-02  i
    1900      6.63183496E-02      6.63781860E-02  i
    1950      6.32616355E-02      6.33182255E-02  i
    2000      6.03693269E-02      6.04228981E-02  i
    2050      5.76301255E-02      5.76808814E-02  i
    2100      5.50338907E-02      5.50820146E-02  i
    2150      5.25714725E-02      5.26171302E-02  i
    2200      5.02345718E-02      5.02779139E-02  i
    2250      4.80156221E-02      4.80567864E-02  i
    2300      4.59076913E-02      4.59468044E-02  i
    2350      4.39043996E-02      4.39415781E-02  i
    2400      4.19998506E-02      4.20352026E-02  i
    2450      4.01885738E-02      4.02221997E-02  i
    2500      3.84654769E-02      3.84974703E-02  i
    2550      3.68258050E-02      3.68562534E-02  i
    2600      3.52651069E-02      3.52940925E-02  i
    2650      3.37792066E-02      3.38068064E-02  i
    2700      3.23641784E-02      3.23904649E-02  i
    2750      3.10163264E-02      3.10413678E-02  i
    2800      2.97321662E-02      2.97560269E-02  i
    2850      2.85084095E-02      2.85311504E-02  i
    2900      2.73419502E-02      2.73636289E-02  i
    2950      2.62298525E-02      2.62505232E-02  i
    3000      2.51693398E-02      2.51890539E-02  i
    3100      2.31927017E-02      2.32106460E-02  i
    3200      2.13926605E-02      2.14090095E-02  i
    3300      1.97518478E-02      1.97667581E-02  i
    3400      1.82546882E-02      1.82683000E-02  i
    3500      1.68872113E-02      1.68996504E-02  i
    3600      1.56368856E-02      1.56482651E-02  i
    3700      1.44924699E-02      1.45028911E-02  i
    3800      1.34438796E-02      1.34534333E-02  i
    3900      1.24820661E-02      1.24908338E-02  i
    4000      1.15989083E-02      1.16069633E-02  i
    4100      1.07871150E-02      1.07945231E-02  i
    4200      1.00401372E-02      1.00469573E-02  i
    4300      9.35208884E-03      9.35837416E-03  i
    4400      8.71767628E-03      8.72347455E-03  i
    4500      8.13213505E-03      8.13748930E-03  i
    4600      7.59117341E-03      7.59612240E-03  i
    4700      7.09092183E-03      7.09550053E-03  i
    4800      6.62788810E-03      6.63212808E-03  i
    4900      6.19891729E-03      6.20284710E-03  i
    5000      5.80115620E-03      5.80480166E-03  i
    5100      5.43202163E-03      5.43540614E-03  i
    5200      5.08917227E-03      5.09231704E-03  i
    5300      4.77048362E-03      4.77340792E-03  i
    5400      4.47402573E-03      4.47674706E-03  i
    5500      4.19804335E-03      4.20057764E-03  i
    5600      3.94093831E-03      3.94330008E-03  i
    5700      3.70125382E-03      3.70345632E-03  i
    5800      3.47766047E-03      3.47971576E-03  i
    5900      3.26894369E-03      3.27086285E-03  i
    6000      3.07399271E-03      3.07578584E-03  i
    6100      2.89179051E-03      2.89346686E-03  i
    6200      2.72140495E-03      2.72297303E-03  i
    6300      2.56198084E-03      2.56344844E-03  i
    6400      2.41273274E-03      2.41410702E-03  i
    6500      2.27293860E-03      2.27422615E-03  i
    6600      2.14193397E-03      2.14314087E-03  i
    6700      2.01910687E-03      2.02023870E-03  i
    6800      1.90389309E-03      1.90495500E-03  i
    6900      1.79577202E-03      1.79676878E-03  i
    7000      1.69426288E-03      1.69519888E-03  i
    7100      1.59892128E-03      1.59980060E-03  i
    7200      1.50933615E-03      1.51016254E-03  i
    7300      1.42512692E-03      1.42590386E-03  i
    7400      1.34594096E-03      1.34667169E-03  i
    7500      1.27145134E-03      1.27213887E-03  i
    7600      1.20135475E-03      1.20200183E-03  i
    7700      1.13536951E-03      1.13597874E-03  i
    7800      1.07323391E-03      1.07380769E-03  i
    7900      1.01470462E-03      1.01524518E-03  i
    8000      9.59555263E-04      9.60064691E-04  i
    8100      9.07575101E-04      9.08055325E-04  i
    8200      8.58567787E-04      8.59020610E-04  i
    8300      8.12350345E-04      8.12777448E-04  i
    8400      7.68752136E-04      7.69155089E-04  i
    8500      7.27613911E-04      7.27994175E-04  i
    8600      6.88786986E-04      6.89145930E-04  i
    8700      6.52132503E-04      6.52471405E-04  i
    8800      6.17520662E-04      6.17840715E-04  i
    8900      5.84830077E-04      5.85132399E-04  i
    9000      5.53947228E-04      5.54232863E-04  i
    9100      5.24765835E-04      5.25035762E-04  i
    9200      4.97186383E-04      4.97441518E-04  i
    9300      4.71115651E-04      4.71356853E-04  i
    9400      4.46466265E-04      4.46694339E-04  i
    9500      4.23156301E-04      4.23372001E-04  i
    9600      4.01108935E-04      4.01312970E-04  i
    9700      3.80252043E-04      3.80445078E-04  i
    9800      3.60517949E-04      3.60700608E-04  i
    9900      3.41843092E-04      3.42015961E-04  i
   10000      3.24167744E-04      3.24331373E-04  i
   10250      2.83992226E-04      2.84134955E-04  i
   10500      2.48932851E-04      2.49057459E-04  i
   10750      2.18311944E-04      2.18420822E-04  i
   11000      1.91546487E-04      1.91641692E-04  i
   11250      1.68134026E-04      1.68217334E-04  i
   11500      1.47640791E-04      1.47713735E-04  i
   11750      1.29691702E-04      1.29755609E-04  i
   12000      1.13961970E-04      1.14017991E-04  i
   12250      1.00169957E-04      1.00219089E-04  i
   12500      8.80711312E-05      8.81142418E-05  i
   12750      7.74529180E-05      7.74907609E-05  i
   13000      6.81303358E-05      6.81635674E-05  i
   13250      5.99422319E-05      5.99714248E-05  i
   13500      5.27480858E-05      5.27737392E-05  i
   13750      4.64252518E-05      4.64478016E-05  i
   14000      4.08666027E-05      4.08864297E-05  i
   14250      3.59784981E-05      3.59959359E-05  i
   14500      3.16790152E-05      3.16943546E-05  i
   14750      2.78964274E-05      2.79099240E-05  i
   15000      2.45679581E-05      2.45798358E-05  i
   15250      2.16385434E-05      2.16489978E-05  i
   15500      1.90599205E-05      1.90691238E-05  i
   15750      1.67897445E-05      1.67978475E-05  i
   16000      1.47908522E-05      1.47979873E-05  i
   16250      1.30306134E-05      1.30368970E-05  i
   16500      1.14803578E-05      1.14858921E-05  i
   16750      1.01149221E-05      1.01197968E-05  i
   17000      8.91216159E-06      8.91645566E-06  i
   17250      7.85261499E-06      7.85639787E-06  i
   17500      6.91916882E-06      6.92250170E-06  i
   17750      6.09676790E-06      6.09970439E-06  i
   18000      5.37216588E-06      5.37475321E-06  i
   18250      4.73369690E-06      4.73597667E-06  i
   18500      4.17111798E-06      4.17312684E-06  i
   18750      3.67538772E-06      3.67715786E-06  i
   19000      3.23855242E-06      3.24011211E-06  i
   19250      2.85360831E-06      2.85498285E-06  i
   19500      2.51437666E-06      2.51558802E-06  i
   19750      2.21544506E-06      2.21651250E-06  i
   20000      1.95201725E-06      1.95295784E-06  i
   20250      1.71987675E-06      1.72070568E-06  i
   20500      1.51530822E-06      1.51603862E-06  i
   20750      1.33502233E-06      1.33566599E-06  i
   21000      1.17616594E-06      1.17673328E-06  i
   21250      1.03618244E-06      1.03668236E-06  i
   21500      9.12831366E-07      9.13271755E-07  i
   21750      8.04138190E-07      8.04526302E-07  i
   22000      7.08362941E-07      7.08704987E-07  i
   22250      6.23972954E-07      6.24274346E-07  i
   22500      5.49597422E-07      5.49862766E-07  i
   22750      4.84082873E-07      4.84316646E-07  i
   23000      4.26361556E-07      4.26567748E-07  i
   23250      3.75507435E-07      3.75688925E-07  i
   23500      3.30704821E-07      3.30864654E-07  i
   23750      2.91234979E-07      2.91375809E-07  i
   24000      2.56464117E-07      2.56588228E-07  i
   24250      2.25813696E-07      2.25923045E-07  i
   24500      1.98832239E-07      1.98928629E-07  i
   24750      1.75065749E-07      1.75150563E-07  i
   24999      1.54210314E-07      1.54285159E-07  i

  WARNING: TST = 1.5429E-07. Check convergence.


  *** Scattering amplitudes and differential cross section ***

    Angle      DCS       Asymmetry    Direct amplitude       Spin-flip amplitude     error
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.36837E-12  0.000E+00 ( 2.064E-06, 3.273E-07) ( 0.000E+00, 0.000E+00)  2.10E-07
  1.000E-04 4.36830E-12  0.000E+00 ( 2.064E-06, 3.273E-07) ( 1.714E-12, 2.717E-13)  2.10E-07
  1.250E-04 4.36825E-12  0.000E+00 ( 2.064E-06, 3.273E-07) ( 2.142E-12, 3.396E-13)  2.09E-07
  1.500E-04 4.36820E-12  0.000E+00 ( 2.064E-06, 3.273E-07) ( 2.571E-12, 4.076E-13)  2.09E-07
  1.750E-04 4.36814E-12  0.000E+00 ( 2.064E-06, 3.273E-07) ( 2.999E-12, 4.755E-13)  2.09E-07
  2.000E-04 4.36807E-12  0.000E+00 ( 2.064E-06, 3.273E-07) ( 3.427E-12, 5.434E-13)  2.09E-07
  2.250E-04 4.36799E-12  0.000E+00 ( 2.064E-06, 3.273E-07) ( 3.856E-12, 6.114E-13)  2.09E-07
  2.500E-04 4.36791E-12  0.000E+00 ( 2.064E-06, 3.273E-07) ( 4.284E-12, 6.793E-13)  2.09E-07
  2.750E-04 4.36781E-12  0.000E+00 ( 2.064E-06, 3.273E-07) ( 4.712E-12, 7.472E-13)  2.09E-07
  3.000E-04 4.36770E-12  0.000E+00 ( 2.064E-06, 3.273E-07) ( 5.141E-12, 8.151E-13)  2.09E-07
  3.250E-04 4.36759E-12  0.000E+00 ( 2.064E-06, 3.273E-07) ( 5.569E-12, 8.831E-13)  2.09E-07
  3.500E-04 4.36746E-12  0.000E+00 ( 2.064E-06, 3.273E-07) ( 5.997E-12, 9.510E-13)  2.08E-07
  3.750E-04 4.36733E-12  0.000E+00 ( 2.064E-06, 3.273E-07) ( 6.426E-12, 1.019E-12)  2.08E-07
  4.000E-04 4.36718E-12  0.000E+00 ( 2.064E-06, 3.273E-07) ( 6.854E-12, 1.087E-12)  2.08E-07
  4.250E-04 4.36703E-12  0.000E+00 ( 2.064E-06, 3.273E-07) ( 7.282E-12, 1.155E-12)  2.08E-07
  4.500E-04 4.36687E-12  0.000E+00 ( 2.064E-06, 3.273E-07) ( 7.710E-12, 1.223E-12)  2.08E-07
  4.750E-04 4.36669E-12  0.000E+00 ( 2.064E-06, 3.273E-07) ( 8.138E-12, 1.291E-12)  2.07E-07
  5.000E-04 4.36651E-12  0.000E+00 ( 2.064E-06, 3.273E-07) ( 8.567E-12, 1.359E-12)  2.07E-07
  5.250E-04 4.36632E-12  0.000E+00 ( 2.064E-06, 3.273E-07) ( 8.995E-12, 1.426E-12)  2.07E-07
  5.500E-04 4.36612E-12  0.000E+00 ( 2.064E-06, 3.273E-07) ( 9.423E-12, 1.494E-12)  2.07E-07
  5.750E-04 4.36592E-12  0.000E+00 ( 2.064E-06, 3.273E-07) ( 9.851E-12, 1.562E-12)  2.06E-07
  6.000E-04 4.36570E-12  0.000E+00 ( 2.064E-06, 3.273E-07) ( 1.028E-11, 1.630E-12)  2.06E-07
  6.250E-04 4.36547E-12  0.000E+00 ( 2.064E-06, 3.273E-07) ( 1.071E-11, 1.698E-12)  2.06E-07
  6.500E-04 4.36523E-12  0.000E+00 ( 2.064E-06, 3.273E-07) ( 1.113E-11, 1.766E-12)  2.06E-07
  6.750E-04 4.36499E-12  0.000E+00 ( 2.063E-06, 3.273E-07) ( 1.156E-11, 1.834E-12)  2.05E-07
  7.000E-04 4.36473E-12  0.000E+00 ( 2.063E-06, 3.273E-07) ( 1.199E-11, 1.902E-12)  2.05E-07
  7.250E-04 4.36447E-12  0.000E+00 ( 2.063E-06, 3.273E-07) ( 1.242E-11, 1.970E-12)  2.05E-07
  7.500E-04 4.36420E-12  0.000E+00 ( 2.063E-06, 3.273E-07) ( 1.285E-11, 2.038E-12)  2.04E-07
  7.750E-04 4.36391E-12  0.000E+00 ( 2.063E-06, 3.272E-07) ( 1.327E-11, 2.106E-12)  2.04E-07
  8.000E-04 4.36362E-12  0.000E+00 ( 2.063E-06, 3.272E-07) ( 1.370E-11, 2.174E-12)  2.03E-07
  8.250E-04 4.36332E-12  0.000E+00 ( 2.063E-06, 3.272E-07) ( 1.413E-11, 2.242E-12)  2.03E-07
  8.500E-04 4.36301E-12  0.000E+00 ( 2.063E-06, 3.272E-07) ( 1.456E-11, 2.309E-12)  2.03E-07
  8.750E-04 4.36269E-12  0.000E+00 ( 2.063E-06, 3.272E-07) ( 1.498E-11, 2.377E-12)  2.02E-07
  9.000E-04 4.36236E-12  0.000E+00 ( 2.063E-06, 3.272E-07) ( 1.541E-11, 2.445E-12)  2.02E-07
  9.250E-04 4.36203E-12  0.000E+00 ( 2.063E-06, 3.272E-07) ( 1.584E-11, 2.513E-12)  2.01E-07
  9.500E-04 4.36168E-12  0.000E+00 ( 2.063E-06, 3.272E-07) ( 1.627E-11, 2.581E-12)  2.01E-07
  9.750E-04 4.36132E-12  0.000E+00 ( 2.063E-06, 3.272E-07) ( 1.669E-11, 2.649E-12)  2.00E-07
  1.000E-03 4.36096E-12  0.000E+00 ( 2.062E-06, 3.272E-07) ( 1.712E-11, 2.717E-12)  2.00E-07
  1.250E-03 4.35680E-12  0.000E+00 ( 2.061E-06, 3.272E-07) ( 2.139E-11, 3.396E-12)  1.95E-07
  1.500E-03 4.35172E-12  0.000E+00 ( 2.060E-06, 3.272E-07) ( 2.566E-11, 4.075E-12)  1.88E-07
  1.750E-03 4.34574E-12  0.000E+00 ( 2.059E-06, 3.272E-07) ( 2.991E-11, 4.754E-12)  1.81E-07
  2.000E-03 4.33886E-12  0.000E+00 ( 2.057E-06, 3.272E-07) ( 3.416E-11, 5.432E-12)  1.72E-07
  2.250E-03 4.33108E-12  0.000E+00 ( 2.055E-06, 3.271E-07) ( 3.839E-11, 6.111E-12)  1.63E-07
  2.500E-03 4.32242E-12  0.000E+00 ( 2.053E-06, 3.271E-07) ( 4.261E-11, 6.789E-12)  1.53E-07
  2.750E-03 4.31289E-12  0.000E+00 ( 2.051E-06, 3.271E-07) ( 4.682E-11, 7.467E-12)  1.42E-07
  3.000E-03 4.30249E-12  0.000E+00 ( 2.048E-06, 3.270E-07) ( 5.101E-11, 8.145E-12)  1.30E-07
  3.250E-03 4.29124E-12  0.000E+00 ( 2.046E-06, 3.270E-07) ( 5.519E-11, 8.823E-12)  1.18E-07
  3.500E-03 4.27915E-12  0.000E+00 ( 2.043E-06, 3.269E-07) ( 5.935E-11, 9.500E-12)  1.05E-07
  3.750E-03 4.26624E-12  0.000E+00 ( 2.039E-06, 3.269E-07) ( 6.349E-11, 1.018E-11)  1.00E-07
  4.000E-03 4.25252E-12  0.000E+00 ( 2.036E-06, 3.268E-07) ( 6.761E-11, 1.085E-11)  1.00E-07
  4.250E-03 4.23800E-12  0.000E+00 ( 2.033E-06, 3.268E-07) ( 7.171E-11, 1.153E-11)  1.00E-07
  4.500E-03 4.22270E-12  0.000E+00 ( 2.029E-06, 3.267E-07) ( 7.579E-11, 1.221E-11)  1.00E-07
  4.750E-03 4.20664E-12  0.000E+00 ( 2.025E-06, 3.266E-07) ( 7.985E-11, 1.288E-11)  1.00E-07
  5.000E-03 4.18984E-12  0.000E+00 ( 2.021E-06, 3.266E-07) ( 8.388E-11, 1.356E-11)  1.00E-07
  5.250E-03 4.17230E-12  0.000E+00 ( 2.016E-06, 3.265E-07) ( 8.788E-11, 1.423E-11)  1.00E-07
  5.500E-03 4.15406E-12  0.000E+00 ( 2.012E-06, 3.264E-07) ( 9.186E-11, 1.491E-11)  1.00E-07
  5.750E-03 4.13513E-12  0.000E+00 ( 2.007E-06, 3.264E-07) ( 9.582E-11, 1.558E-11)  1.00E-07
  6.000E-03 4.11553E-12  0.000E+00 ( 2.002E-06, 3.263E-07) ( 9.974E-11, 1.625E-11)  1.00E-07
  6.250E-03 4.09528E-12  0.000E+00 ( 1.997E-06, 3.262E-07) ( 1.036E-10, 1.693E-11)  1.00E-07
  6.500E-03 4.07440E-12  0.000E+00 ( 1.992E-06, 3.261E-07) ( 1.075E-10, 1.760E-11)  1.00E-07
  6.750E-03 4.05291E-12  0.000E+00 ( 1.987E-06, 3.260E-07) ( 1.113E-10, 1.827E-11)  1.00E-07
  7.000E-03 4.03083E-12  0.000E+00 ( 1.981E-06, 3.259E-07) ( 1.151E-10, 1.894E-11)  1.00E-07
  7.250E-03 4.00818E-12  0.000E+00 ( 1.975E-06, 3.258E-07) ( 1.189E-10, 1.961E-11)  1.00E-07
  7.500E-03 3.98499E-12  0.000E+00 ( 1.969E-06, 3.257E-07) ( 1.226E-10, 2.028E-11)  1.00E-07
  7.750E-03 3.96128E-12  0.000E+00 ( 1.963E-06, 3.256E-07) ( 1.263E-10, 2.095E-11)  1.00E-07
  8.000E-03 3.93706E-12  0.000E+00 ( 1.957E-06, 3.255E-07) ( 1.300E-10, 2.162E-11)  1.00E-07
  8.250E-03 3.91236E-12  0.000E+00 ( 1.951E-06, 3.254E-07) ( 1.336E-10, 2.229E-11)  1.00E-07
  8.500E-03 3.88720E-12  0.000E+00 ( 1.945E-06, 3.253E-07) ( 1.372E-10, 2.296E-11)  1.00E-07
  8.750E-03 3.86161E-12  0.000E+00 ( 1.938E-06, 3.252E-07) ( 1.408E-10, 2.362E-11)  1.00E-07
  9.000E-03 3.83560E-12  0.000E+00 ( 1.931E-06, 3.251E-07) ( 1.443E-10, 2.429E-11)  1.00E-07
  9.250E-03 3.80920E-12  0.000E+00 ( 1.924E-06, 3.249E-07) ( 1.478E-10, 2.495E-11)  1.00E-07
  9.500E-03 3.78242E-12  0.000E+00 ( 1.918E-06, 3.248E-07) ( 1.512E-10, 2.562E-11)  1.00E-07
  9.750E-03 3.75529E-12  0.000E+00 ( 1.910E-06, 3.247E-07) ( 1.547E-10, 2.628E-11)  1.00E-07
  1.000E-02 3.72784E-12  0.000E+00 ( 1.903E-06, 3.246E-07) ( 1.580E-10, 2.695E-11)  1.00E-07
  1.250E-02 3.43961E-12  0.000E+00 ( 1.826E-06, 3.231E-07) ( 1.895E-10, 3.353E-11)  1.00E-07
  1.500E-02 3.13936E-12  0.000E+00 ( 1.742E-06, 3.213E-07) ( 2.170E-10, 4.001E-11)  1.00E-07
  1.750E-02 2.84193E-12  0.000E+00 ( 1.655E-06, 3.192E-07) ( 2.405E-10, 4.638E-11)  1.00E-07
