 #  Total cross section table (last run of 'elscata').
 #
 #  Z =  79,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   3.00000E+05  1.19877E-17  2.72313E-20  6.60605E-20  0.00000E+00  1.0E-07
   4.00000E+05  1.07561E-17  1.77479E-20  4.37880E-20  0.00000E+00  1.0E-07
   5.00000E+05  1.00176E-17  1.27566E-20  3.18426E-20  0.00000E+00  1.0E-07
   6.00000E+05  9.53162E-18  9.74457E-21  2.45353E-20  0.00000E+00  1.0E-07
   7.00000E+05  9.19106E-18  7.75842E-21  1.96663E-20  0.00000E+00  1.0E-07
   8.00000E+05  8.94143E-18  6.36484E-21  1.62215E-20  0.00000E+00  1.0E-07
   9.00000E+05  8.75207E-18  5.34123E-21  1.36741E-20  0.00000E+00  1.0E-07
   1.00000E+06  8.60451E-18  4.56250E-21  1.17251E-20  0.00000E+00  1.0E-07
   2.00000E+06  8.01240E-18  1.57346E-21  4.13065E-21  0.00000E+00  1.0E-07
   3.00000E+06  7.86027E-18  8.19005E-22  2.17295E-21  0.00000E+00  1.0E-07
   4.00000E+06  7.79927E-18  5.07494E-22  1.35627E-21  0.00000E+00  1.0E-07
   5.00000E+06  7.76907E-18  3.47070E-22  9.32839E-22  0.00000E+00  1.0E-07
   6.00000E+06  7.75190E-18  2.53046E-22  6.83409E-22  0.00000E+00  1.0E-07
   7.00000E+06  7.74099E-18  1.92999E-22  5.23457E-22  0.00000E+00  1.0E-07
   8.00000E+06  7.73337E-18  1.52218E-22  4.14448E-22  0.00000E+00  1.0E-07
   9.00000E+06  7.72768E-18  1.23210E-22  3.36668E-22  0.00000E+00  1.8E-07
   1.00000E+07  7.72322E-18  1.01816E-22  2.79141E-22  0.00000E+00  6.8E-07
