 #  Total cross section table (last run of 'elscata').
 #
 #  Z =  13,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   2.00000E+02  2.26051E-16  9.77215E-17  8.91652E-17  0.00000E+00  1.0E-07
   3.00000E+02  1.83008E-16  6.11656E-17  6.57230E-17  0.00000E+00  1.0E-07
   4.00000E+02  1.55258E-16  4.25348E-17  5.16034E-17  0.00000E+00  1.0E-07
   5.00000E+02  1.35802E-16  3.16382E-17  4.19971E-17  0.00000E+00  1.0E-07
   6.00000E+02  1.21312E-16  2.46426E-17  3.50480E-17  0.00000E+00  1.0E-07
   7.00000E+02  1.10024E-16  1.98467E-17  2.98023E-17  0.00000E+00  1.0E-07
   8.00000E+02  1.00933E-16  1.63934E-17  2.57241E-17  0.00000E+00  1.0E-07
   9.00000E+02  9.34158E-17  1.38132E-17  2.24764E-17  0.00000E+00  1.0E-07
   1.00000E+03  8.70744E-17  1.18265E-17  1.98400E-17  0.00000E+00  1.0E-07
   2.00000E+03  5.33026E-17  4.06701E-18  7.99356E-18  0.00000E+00  1.0E-07
   3.00000E+03  3.90076E-17  2.10567E-18  4.41348E-18  0.00000E+00  1.0E-07
   4.00000E+03  3.09066E-17  1.30278E-18  2.83124E-18  0.00000E+00  1.1E-07
   5.00000E+03  2.56504E-17  8.91936E-19  1.98503E-18  0.00000E+00  1.0E-07
   6.00000E+03  2.19531E-17  6.52113E-19  1.47635E-18  0.00000E+00  1.3E-07
   7.00000E+03  1.92068E-17  4.99305E-19  1.14529E-18  0.00000E+00  1.0E-07
   8.00000E+03  1.70849E-17  3.95634E-19  9.17018E-19  0.00000E+00  2.0E-07
   9.00000E+03  1.53954E-17  3.21897E-19  7.52544E-19  0.00000E+00  2.5E-07
   1.00000E+04  1.40180E-17  2.67479E-19  6.29870E-19  0.00000E+00  2.5E-07
   2.00000E+04  7.51219E-18  7.82334E-20  1.91686E-19  0.00000E+00  8.6E-07
   3.00000E+04  5.22260E-18  3.79738E-20  9.48086E-20  0.00000E+00  7.0E-07
   4.00000E+04  4.05376E-18  2.27608E-20  5.75206E-20  0.00000E+00  4.1E-05
   5.00000E+04  3.34482E-18  1.53268E-20  3.90817E-20  0.00000E+00  5.3E-04
   6.00000E+04  2.86918E-18  1.11127E-20  2.85377E-20  0.00000E+00  6.6E-05
   7.00000E+04  2.52809E-18  8.47968E-21  2.19044E-20  0.00000E+00  1.2E-04
   8.00000E+04  2.27163E-18  6.71740E-21  1.74394E-20  0.00000E+00  1.1E-04
   9.00000E+04  2.07187E-18  5.47572E-21  1.42782E-20  0.00000E+00  6.5E-05
   1.00000E+05  1.91194E-18  4.56532E-21  1.19507E-20  0.00000E+00  5.8E-04
   2.00000E+05  1.19374E-18  1.42054E-21  3.81197E-21  0.00000E+00  8.6E-04
   3.00000E+05  9.58173E-19  7.37403E-22  2.00571E-21  0.00000E+00  3.1E-04
   4.00000E+05  8.43254E-19  4.68868E-22  1.28656E-21  0.00000E+00  2.1E-02
   5.00000E+05  7.76334E-19  3.32002E-22  9.16694E-22  0.00000E+00  2.4E-02
   6.00000E+05  7.33132E-19  2.51165E-22  6.96732E-22  0.00000E+00  4.8E-02
   7.00000E+05  7.03232E-19  1.98657E-22  5.53075E-22  0.00000E+00  1.0E+00
   8.00000E+05  6.81487E-19  1.62218E-22  4.52940E-22  0.00000E+00  4.4E-02
   9.00000E+05  6.65101E-19  1.35677E-22  3.79738E-22  0.00000E+00  2.7E-02
   1.00000E+06  6.52413E-19  1.15619E-22  3.24245E-22  0.00000E+00  1.0E+00
   2.00000E+06  6.02162E-19  3.96650E-23  1.12407E-22  0.00000E+00  1.0E+00
   3.00000E+06  5.90033E-19  2.07134E-23  5.89653E-23  0.00000E+00  1.0E+00
   4.00000E+06  5.85769E-19  1.28935E-23  3.68052E-23  0.00000E+00  1.0E+00
   5.00000E+06  5.83543E-19  8.85968E-24  2.53396E-23  0.00000E+00  6.3E-02
   6.00000E+06  5.81772E-19  6.48969E-24  1.85888E-23  0.00000E+00  1.0E+00
   7.00000E+06  5.80405E-19  4.97233E-24  1.42598E-23  0.00000E+00  1.0E+00
   8.00000E+06  5.79633E-19  3.93972E-24  1.13101E-23  0.00000E+00  1.0E+00
   9.00000E+06  5.79319E-19  3.20382E-24  9.20572E-24  0.00000E+00  1.0E+00
   1.00000E+07  5.79109E-19  2.65976E-24  7.64855E-24  0.00000E+00  6.6E-02
   2.00000E+07  5.77462E-19  7.62447E-25  2.20472E-24  0.00000E+00  1.0E+00
   3.00000E+07  5.77240E-19  3.60516E-25  1.04678E-24  0.00000E+00  1.0E+00
   4.00000E+07  5.77815E-19  1.33882E-25  4.00573E-25  0.00000E+00  1.0E+00
   5.00000E+07  5.77549E-19  7.01824E-26  2.09159E-25  0.00000E+00  1.0E+00
   6.00000E+07  5.74727E-19  4.70491E-26  1.37265E-25  0.00000E+00  1.0E+00
   7.00000E+07  5.69210E-19  4.02209E-26  1.13686E-25  0.00000E+00  1.0E+00
   8.00000E+07  5.61379E-19  3.49842E-26  9.49422E-26  0.00000E+00  1.0E+00
   9.00000E+07  5.52168E-19  3.35444E-26  8.78879E-26  0.00000E+00  1.0E+00
   1.00000E+08  5.42217E-19  3.07193E-26  7.70061E-26  0.00000E+00  1.0E+00
