

  **** Partial wave analysis (DPWA0) ******************************************


  Kinetic energy = 1.00000E+08 eV

      L       Phase(spin UP)     Phase(spin DOWN)
     168      3.97020582E-01      3.97580369E-01
     169      3.96461255E-01      3.97017731E-01
     170      3.95905218E-01      3.96458421E-01
     171      3.95352431E-01      3.95902400E-01
     172      3.94802857E-01      3.95349630E-01
     173      3.94256460E-01      3.94800073E-01
     174      3.93713203E-01      3.94253691E-01
     175      3.93173049E-01      3.93710450E-01
     176      3.92635965E-01      3.93170312E-01
     177      3.92101914E-01      3.92633243E-01
     178      3.91570865E-01      3.92099208E-01
     179      3.91042782E-01      3.91568174E-01
     180      3.90517633E-01      3.91040106E-01
     181      3.89995386E-01      3.90514972E-01
     182      3.89476009E-01      3.89992740E-01
     183      3.88959471E-01      3.89473377E-01
     184      3.88445741E-01      3.88956854E-01
     185      3.87934789E-01      3.88443138E-01
     186      3.87426585E-01      3.87932199E-01
     187      3.86921099E-01      3.87424009E-01
     188      3.86418303E-01      3.86918537E-01
     189      3.85918169E-01      3.86415755E-01
     190      3.85420669E-01      3.85915634E-01
     191      3.84925774E-01      3.85418147E-01
     192      3.84433459E-01      3.84923266E-01
     193      3.83943696E-01      3.84430963E-01
     194      3.83456459E-01      3.83941213E-01
     195      3.82971723E-01      3.83453990E-01
     196      3.82489462E-01      3.82969266E-01
     197      3.82009650E-01      3.82487017E-01
     198      3.81532264E-01      3.82007218E-01
     199      3.81057279E-01      3.81529844E-01
     200      3.80584671E-01      3.81054871E-01
     201      3.80114416E-01      3.80582275E-01
     202      3.79646492E-01      3.80112032E-01
     203      3.79180875E-01      3.79644120E-01
     204      3.78717543E-01      3.79178514E-01
     205      3.78256473E-01      3.78715194E-01
     206      3.77797645E-01      3.78254136E-01
     207      3.77341035E-01      3.77795318E-01
     208      3.76886623E-01      3.77338720E-01
     209      3.76434389E-01      3.76884319E-01
     210      3.75984310E-01      3.76432096E-01
     211      3.75536368E-01      3.75982028E-01
     212      3.75090541E-01      3.75534096E-01
     213      3.74646810E-01      3.75088280E-01
     214      3.74205156E-01      3.74644560E-01
     215      3.73765559E-01      3.74202917E-01
     216      3.73328000E-01      3.73763330E-01
     217      3.72892461E-01      3.73325782E-01
     218      3.72458924E-01      3.72890253E-01
     219      3.72027368E-01      3.72456725E-01
     220      3.71597778E-01      3.72025180E-01
     221      3.71170135E-01      3.71595600E-01
     222      3.70744422E-01      3.71167967E-01
     223      3.70320622E-01      3.70742264E-01
     224      3.69898716E-01      3.70318473E-01
     225      3.69478690E-01      3.69896577E-01
     226      3.69060526E-01      3.69476560E-01
     227      3.68644207E-01      3.69058405E-01
     228      3.68229718E-01      3.68642096E-01
     229      3.67817043E-01      3.68227616E-01
     230      3.67406166E-01      3.67814950E-01
     231      3.66997071E-01      3.67404082E-01
     232      3.66589743E-01      3.66994996E-01
     233      3.66184168E-01      3.66587678E-01
     234      3.65780329E-01      3.66182111E-01
     235      3.65378213E-01      3.65778281E-01
     236      3.64977805E-01      3.65376174E-01
     237      3.64579091E-01      3.64975775E-01
     238      3.64182056E-01      3.64577069E-01
     239      3.63786686E-01      3.64180042E-01
     240      3.63392967E-01      3.63784681E-01
     241      3.63000887E-01      3.63390970E-01
     242      3.62610431E-01      3.62998898E-01
     243      3.62221586E-01      3.62608450E-01
     244      3.61834338E-01      3.62219613E-01
     245      3.61448676E-01      3.61832374E-01
     246      3.61064586E-01      3.61446720E-01
     247      3.60682055E-01      3.61062638E-01
     248      3.60301071E-01      3.60680115E-01
     249      3.59921621E-01      3.60299138E-01
     250      3.59543694E-01      3.59919696E-01
     251      3.59167277E-01      3.59541777E-01
     252      3.58792358E-01      3.59165367E-01
     253      3.58418925E-01      3.58790456E-01
     254      3.58046967E-01      3.58417031E-01
     255      3.57676473E-01      3.58045080E-01
     256      3.57307430E-01      3.57674593E-01
     257      3.56939828E-01      3.57305558E-01
     258      3.56573655E-01      3.56937963E-01
     259      3.56208901E-01      3.56571797E-01
     260      3.55845554E-01      3.56207050E-01
     261      3.55483604E-01      3.55843711E-01
     262      3.55123041E-01      3.55481768E-01
     263      3.54763853E-01      3.55121212E-01
     264      3.54406030E-01      3.54762031E-01
     265      3.54049563E-01      3.54404215E-01
     266      3.53694441E-01      3.54047755E-01
     267      3.53340653E-01      3.53692639E-01
     268      3.52988191E-01      3.53338858E-01
     269      3.52637043E-01      3.52986402E-01
     270      3.52287201E-01      3.52635262E-01
     271      3.51938655E-01      3.52285426E-01
     272      3.51591395E-01      3.51936887E-01
     273      3.51245413E-01      3.51589634E-01
     274      3.50900698E-01      3.51243657E-01
     275      3.50557241E-01      3.50898949E-01
     276      3.50215034E-01      3.50555499E-01
     277      3.49874067E-01      3.50213298E-01
     278      3.49534332E-01      3.49872337E-01
     279      3.49195820E-01      3.49532609E-01
     280      3.48858522E-01      3.49194102E-01
     281      3.48522429E-01      3.48856810E-01
     282      3.48187533E-01      3.48520724E-01
     283      3.47853826E-01      3.48185834E-01
     284      3.47521299E-01      3.47852133E-01
     285      3.47189944E-01      3.47519612E-01
     286      3.46859752E-01      3.47188262E-01
     287      3.46530716E-01      3.46858077E-01
     288      3.46202828E-01      3.46529047E-01
     289      3.45876080E-01      3.46201165E-01
     290      3.45550464E-01      3.45874422E-01
     291      3.45225972E-01      3.45548812E-01
     292      3.44902597E-01      3.45224326E-01
     293      3.44580330E-01      3.44900956E-01
     294      3.44259165E-01      3.44578695E-01
     295      3.43939094E-01      3.44257535E-01
     296      3.43620110E-01      3.43937470E-01
     297      3.43302205E-01      3.43618491E-01
     298      3.42985372E-01      3.43300592E-01
     299      3.42669604E-01      3.42983764E-01
     300      3.42354894E-01      3.42668002E-01
     301      3.42041235E-01      3.42353297E-01
     302      3.41728620E-01      3.42039644E-01
     303      3.41417043E-01      3.41727034E-01
     304      3.41106495E-01      3.41415461E-01
     305      3.40796971E-01      3.41104919E-01
     306      3.40488465E-01      3.40795401E-01
     307      3.40180968E-01      3.40486899E-01
     308      3.39874475E-01      3.40179408E-01
     309      3.39568980E-01      3.39872920E-01
     310      3.39264476E-01      3.39567430E-01
     311      3.38960956E-01      3.39262931E-01
     312      3.38658415E-01      3.38959416E-01
     313      3.38356846E-01      3.38656880E-01
     314      3.38056242E-01      3.38355315E-01
     315      3.37756599E-01      3.38054717E-01
     316      3.37457909E-01      3.37755078E-01
     317      3.37160168E-01      3.37456394E-01
     318      3.36863368E-01      3.37158657E-01
     319      3.36567504E-01      3.36861861E-01
     320      3.36272570E-01      3.36566002E-01
     321      3.35978560E-01      3.36271073E-01
     322      3.35685470E-01      3.35977068E-01
     323      3.35393292E-01      3.35683982E-01
     324      3.35102021E-01      3.35391809E-01
     325      3.34811653E-01      3.35100543E-01
     326      3.34522181E-01      3.34810179E-01
     327      3.34233600E-01      3.34520712E-01
     328      3.33945904E-01      3.34232135E-01
     329      3.33659088E-01      3.33944444E-01
     330      3.33373147E-01      3.33657632E-01
     331      3.33088076E-01      3.33371696E-01
     332      3.32803869E-01      3.33086629E-01
     333      3.32520521E-01      3.32802426E-01
     334      3.32238027E-01      3.32519083E-01
     335      3.31956382E-01      3.32236593E-01
     336      3.31675582E-01      3.31954953E-01
     337      3.31395620E-01      3.31674156E-01
     338      3.31116492E-01      3.31394199E-01
     339      3.30838193E-01      3.31115075E-01
     340      3.30560718E-01      3.30836780E-01
     341      3.30284063E-01      3.30559310E-01
     342      3.30008223E-01      3.30282659E-01
     343      3.29733192E-01      3.30006823E-01
     344      3.29458967E-01      3.29731796E-01
     345      3.29185543E-01      3.29457575E-01
     346      3.28912914E-01      3.29184155E-01
     347      3.28641077E-01      3.28911530E-01
     348      3.28370027E-01      3.28639697E-01
     349      3.28099759E-01      3.28368651E-01
     350      3.27830269E-01      3.28098387E-01
     351      3.27561553E-01      3.27828901E-01
     352      3.27293606E-01      3.27560189E-01
     353      3.27026424E-01      3.27292246E-01
     354      3.26760002E-01      3.27025068E-01
     355      3.26494337E-01      3.26758650E-01
     356      3.26229424E-01      3.26492988E-01
     357      3.25965258E-01      3.26228079E-01
     358      3.25701837E-01      3.25963918E-01
     359      3.25439155E-01      3.25700500E-01
     360      3.25177208E-01      3.25437821E-01
     361      3.24915993E-01      3.25175879E-01
     362      3.24655506E-01      3.24914667E-01
     363      3.24395741E-01      3.24654183E-01
     364      3.24136697E-01      3.24394423E-01
     365      3.23878368E-01      3.24135382E-01
     366      3.23620750E-01      3.23877056E-01
     367      3.23363841E-01      3.23619443E-01
     368      3.23107635E-01      3.23362537E-01
     369      3.22852130E-01      3.23106334E-01
     370      3.22597321E-01      3.22850833E-01
     371      3.22343204E-01      3.22596027E-01
     372      3.22089777E-01      3.22341914E-01
     373      3.21837035E-01      3.22088491E-01
     374      3.21584975E-01      3.21835752E-01
     375      3.21333592E-01      3.21583695E-01
     376      3.21082885E-01      3.21332316E-01
     377      3.20832848E-01      3.21081612E-01
     378      3.20583478E-01      3.20831579E-01
     379      3.20334773E-01      3.20582212E-01
     380      3.20086727E-01      3.20333510E-01
     381      3.19839339E-01      3.20085468E-01
     382      3.19592604E-01      3.19838083E-01
     383      3.19346520E-01      3.19591352E-01
     384      3.19101082E-01      3.19345271E-01
     385      3.18856287E-01      3.19099836E-01
     386      3.18612133E-01      3.18855045E-01
     387      3.18368616E-01      3.18610894E-01
     388      3.18125732E-01      3.18367379E-01
     389      3.17883478E-01      3.18124499E-01
     390      3.17641851E-01      3.17882248E-01
     391      3.17400849E-01      3.17640625E-01
     392      3.17160467E-01      3.17399625E-01
     393      3.16920703E-01      3.17159247E-01
     394      3.16681553E-01      3.16919485E-01
     395      3.16443014E-01      3.16680339E-01
     396      3.16205084E-01      3.16441803E-01
     397      3.15967759E-01      3.16203876E-01
     398      3.15731037E-01      3.15966554E-01
     399      3.15494913E-01      3.15729835E-01
     400      3.15259386E-01      3.15493714E-01
     401      3.15024452E-01      3.15258190E-01
     402      3.14790109E-01      3.15023260E-01
     403      3.14556353E-01      3.14788919E-01
     404      3.14323181E-01      3.14555166E-01
     405      3.14090592E-01      3.14321998E-01
     406      3.13858581E-01      3.14089411E-01
     407      3.13627146E-01      3.13857403E-01
     408      3.13396284E-01      3.13625971E-01
     409      3.13165993E-01      3.13395112E-01
     410      3.12936269E-01      3.13164824E-01
     411      3.12707111E-01      3.12935103E-01
     412      3.12478514E-01      3.12705947E-01
     413      3.12250477E-01      3.12477354E-01
     414      3.12022997E-01      3.12249319E-01
     415      3.11796071E-01      3.12021842E-01
     416      3.11569696E-01      3.11794919E-01
     417      3.11343870E-01      3.11568547E-01
     418      3.11118591E-01      3.11342724E-01
     419      3.10893855E-01      3.11117447E-01
     420      3.10669660E-01      3.10892714E-01
     421      3.10446004E-01      3.10668522E-01
     422      3.10222883E-01      3.10444868E-01
     423      3.10000296E-01      3.10221750E-01
     424      3.09778240E-01      3.09999166E-01
     425      3.09556713E-01      3.09777113E-01
     426      3.09335711E-01      3.09555588E-01
     427      3.09115233E-01      3.09334589E-01
     428      3.08895276E-01      3.09114114E-01
     429      3.08675838E-01      3.08894160E-01
     430      3.08456916E-01      3.08674724E-01
     431      3.08238508E-01      3.08455805E-01
     432      3.08020612E-01      3.08237399E-01
     433      3.07803225E-01      3.08019506E-01
     434      3.07586345E-01      3.07802121E-01
     435      3.07369969E-01      3.07585243E-01
     436      3.07154095E-01      3.07368870E-01
     437      3.06938722E-01      3.07152999E-01
     438      3.06723846E-01      3.06937628E-01
     439      3.06509466E-01      3.06722755E-01
     440      3.06295579E-01      3.06508377E-01
     441      3.06082183E-01      3.06294493E-01
     442      3.05869275E-01      3.06081099E-01
     443      3.05656855E-01      3.05868194E-01
     444      3.05444918E-01      3.05655776E-01
     445      3.05233464E-01      3.05443842E-01
     446      3.05022490E-01      3.05232391E-01
     447      3.04811994E-01      3.05021419E-01
     448      3.04601974E-01      3.04810926E-01
     449      3.04392428E-01      3.04600908E-01
     450      3.04183353E-01      3.04391364E-01
     451      3.03974748E-01      3.04182292E-01
     452      3.03766610E-01      3.03973689E-01
     453      3.03558938E-01      3.03765553E-01
     454      3.03351729E-01      3.03557884E-01
     455      3.03144982E-01      3.03350677E-01
     456      3.02938694E-01      3.03143932E-01
     457      3.02732863E-01      3.02937646E-01
     458      3.02527488E-01      3.02731818E-01
     459      3.02322566E-01      3.02526445E-01
     460      3.02118096E-01      3.02321526E-01
     461      3.01914075E-01      3.02117058E-01
     462      3.01710502E-01      3.01913039E-01
     463      3.01507374E-01      3.01709468E-01
     464      3.01304690E-01      3.01506343E-01
     465      3.01102448E-01      3.01303661E-01
     466      3.00900646E-01      3.01101421E-01
     467      3.00699283E-01      3.00899622E-01
     468      3.00498355E-01      3.00698260E-01
     469      3.00297862E-01      3.00497335E-01
     470      3.00097801E-01      3.00296844E-01
     471      2.99898171E-01      3.00096785E-01
     472      2.99698970E-01      2.99897158E-01
     473      2.99500196E-01      2.99697959E-01
     474      2.99301848E-01      2.99499187E-01
     475      2.99103923E-01      2.99300841E-01
     476      2.98906420E-01      2.99102918E-01
     477      2.98709337E-01      2.98905417E-01
     478      2.98512672E-01      2.98708336E-01
     479      2.98316423E-01      2.98511673E-01
     480      2.98120590E-01      2.98315427E-01
     481      2.97925170E-01      2.98119596E-01
     482      2.97730161E-01      2.97924177E-01
     483      2.97535561E-01      2.97729170E-01
     484      2.97341370E-01      2.97534573E-01
     485      2.97147585E-01      2.97340384E-01
     486      2.96954205E-01      2.97146601E-01
     487      2.96761228E-01      2.96953223E-01
     488      2.96568652E-01      2.96760248E-01
     489      2.96376477E-01      2.96567675E-01
     490      2.96184699E-01      2.96375501E-01
     491      2.95993318E-01      2.96183725E-01
     492      2.95802331E-01      2.95992346E-01
     493      2.95611739E-01      2.95801362E-01
     494      2.95421537E-01      2.95610771E-01
     495      2.95231727E-01      2.95420572E-01
     496      2.95042304E-01      2.95230763E-01
     497      2.94853269E-01      2.95041342E-01
     498      2.94664620E-01      2.94852309E-01
     499      2.94476354E-01      2.94663662E-01
     500      2.94288471E-01      2.94475398E-01
     501      2.94100969E-01      2.94287517E-01
     502      2.93913846E-01      2.94100017E-01
     503      2.93727101E-01      2.93912896E-01
     504      2.93540733E-01      2.93726153E-01
     505      2.93354740E-01      2.93539787E-01
     506      2.93169120E-01      2.93353795E-01
     507      2.92983873E-01      2.93168178E-01
     508      2.92798996E-01      2.92982932E-01
     509      2.92614488E-01      2.92798057E-01
     510      2.92430348E-01      2.92613551E-01
     511      2.92246574E-01      2.92429412E-01
     512      2.92063165E-01      2.92245640E-01
     513      2.91880119E-01      2.92062233E-01
     514      2.91697436E-01      2.91879190E-01
     515      2.91515113E-01      2.91696508E-01
     516      2.91333149E-01      2.91514187E-01
     517      2.91151544E-01      2.91332225E-01
     518      2.90970295E-01      2.91150621E-01
     519      2.90789401E-01      2.90969374E-01
     520      2.90608860E-01      2.90788482E-01
     521      2.90428673E-01      2.90607944E-01
     522      2.90248836E-01      2.90427758E-01
     523      2.90069349E-01      2.90247923E-01
     524      2.89890211E-01      2.90068438E-01
     525      2.89711420E-01      2.89889301E-01
     526      2.89532974E-01      2.89710512E-01
     527      2.89354874E-01      2.89532068E-01
     528      2.89177116E-01      2.89353969E-01
     529      2.88999700E-01      2.89176213E-01
     530      2.88822625E-01      2.88998799E-01
     531      2.88645890E-01      2.88821726E-01
     532      2.88469492E-01      2.88644992E-01
     533      2.88293432E-01      2.88468596E-01
     534      2.88117706E-01      2.88292537E-01
     535      2.87942316E-01      2.88116814E-01
     536      2.87767258E-01      2.87941425E-01
     537      2.87592533E-01      2.87766369E-01
     538      2.87418138E-01      2.87591645E-01
     539      2.87244072E-01      2.87417252E-01
     540      2.87070335E-01      2.87243188E-01
     541      2.86896925E-01      2.87069452E-01
     542      2.86723840E-01      2.86896044E-01
     543      2.86551080E-01      2.86722961E-01
     544      2.86378644E-01      2.86550203E-01
     545      2.86206530E-01      2.86377768E-01
     546      2.86034737E-01      2.86205656E-01
     547      2.85863264E-01      2.86033865E-01
     548      2.85692110E-01      2.85862393E-01
     549      2.85521274E-01      2.85691241E-01
     550      2.85350754E-01      2.85520406E-01
     551      2.85180549E-01      2.85349888E-01
     552      2.85010658E-01      2.85179684E-01
     553      2.84841081E-01      2.85009796E-01
     554      2.84671816E-01      2.84840220E-01
     555      2.84502861E-01      2.84670956E-01
     556      2.84334216E-01      2.84502003E-01
     557      2.84165880E-01      2.84333360E-01
     558      2.83997852E-01      2.84165025E-01
     559      2.83830129E-01      2.83996998E-01
     560      2.83662713E-01      2.83829278E-01
     561      2.83495600E-01      2.83661862E-01
     562      2.83328791E-01      2.83494752E-01
     563      2.83162284E-01      2.83327944E-01
     564      2.82996078E-01      2.83161438E-01
     565      2.82830172E-01      2.82995234E-01
     566      2.82664565E-01      2.82829329E-01
     567      2.82499256E-01      2.82663724E-01
     568      2.82334243E-01      2.82498416E-01
     569      2.82169527E-01      2.82333405E-01
     570      2.82005105E-01      2.82168690E-01
     571      2.81840977E-01      2.82004270E-01
     572      2.81677142E-01      2.81840144E-01
     573      2.81513599E-01      2.81676310E-01
     574      2.81350347E-01      2.81512769E-01
     575      2.81187384E-01      2.81349518E-01
     576      2.81024710E-01      2.81186556E-01
     577      2.80862324E-01      2.81023884E-01
     578      2.80700224E-01      2.80861499E-01
     579      2.80538411E-01      2.80699401E-01
     580      2.80376882E-01      2.80537589E-01
     581      2.80215637E-01      2.80376061E-01
     582      2.80054675E-01      2.80214818E-01
     583      2.79893994E-01      2.80053857E-01
     584      2.79733595E-01      2.79893178E-01
     585      2.79573476E-01      2.79732780E-01
     586      2.79413636E-01      2.79572663E-01
     587      2.79254074E-01      2.79412824E-01
     588      2.79094789E-01      2.79253263E-01
     589      2.78935780E-01      2.79093980E-01
     590      2.78777046E-01      2.78934972E-01
     591      2.78618587E-01      2.78776240E-01
     592      2.78460402E-01      2.78617783E-01
     593      2.78302489E-01      2.78459598E-01
     594      2.78144848E-01      2.78301687E-01
     595      2.77987477E-01      2.78144047E-01
     596      2.77830376E-01      2.77986678E-01
     597      2.77673544E-01      2.77829578E-01
     598      2.77516980E-01      2.77672748E-01
     599      2.77360684E-01      2.77516185E-01
     600      2.77204653E-01      2.77359890E-01
     601      2.77048889E-01      2.77203861E-01
     602      2.76893388E-01      2.77048097E-01
     603      2.76738151E-01      2.76892598E-01
     604      2.76583177E-01      2.76737363E-01
     605      2.76428465E-01      2.76582390E-01
     606      2.76274014E-01      2.76427679E-01
     607      2.76119823E-01      2.76273230E-01
     608      2.75965892E-01      2.76119040E-01
     609      2.75812219E-01      2.75965110E-01
     610      2.75658804E-01      2.75811439E-01
     611      2.75505645E-01      2.75658025E-01
     612      2.75352743E-01      2.75504868E-01
     613      2.75200096E-01      2.75351966E-01
     614      2.75047703E-01      2.75199321E-01
     615      2.74895564E-01      2.75046929E-01
     616      2.74743677E-01      2.74894791E-01
     617      2.74592043E-01      2.74742906E-01
     618      2.74440659E-01      2.74591272E-01
     619      2.74289526E-01      2.74439890E-01
     620      2.74138642E-01      2.74288758E-01
     621      2.73988007E-01      2.74137876E-01
     622      2.73837620E-01      2.73987242E-01
     623      2.73687480E-01      2.73836856E-01
     624      2.73537586E-01      2.73686717E-01
     625      2.73387938E-01      2.73536825E-01
     626      2.73238535E-01      2.73387178E-01
     627      2.73089376E-01      2.73237776E-01
     628      2.72940459E-01      2.73088618E-01
     629      2.72791786E-01      2.72939703E-01
     630      2.72643354E-01      2.72791031E-01
     631      2.72495163E-01      2.72642600E-01
     632      2.72347212E-01      2.72494410E-01
     633      2.72199501E-01      2.72346461E-01
     634      2.72052028E-01      2.72198751E-01
     635      2.71904793E-01      2.72051279E-01
     636      2.71757796E-01      2.71904046E-01
     637      2.71611035E-01      2.71757049E-01
     638      2.71464509E-01      2.71610289E-01
     639      2.71318219E-01      2.71463765E-01
     640      2.71172163E-01      2.71317476E-01
     641      2.71026341E-01      2.71171421E-01
     642      2.70880751E-01      2.71025600E-01
     643      2.70735393E-01      2.70880011E-01
     644      2.70590267E-01      2.70734655E-01
     645      2.70445371E-01      2.70589530E-01
     646      2.70300706E-01      2.70444636E-01
     647      2.70156270E-01      2.70299971E-01
     648      2.70012062E-01      2.70155536E-01
     649      2.69868082E-01      2.70011329E-01
     650      2.69724329E-01      2.69867351E-01
     651      2.69580803E-01      2.69723599E-01
     652      2.69437503E-01      2.69580074E-01
     653      2.69294428E-01      2.69436775E-01
     654      2.69151577E-01      2.69293701E-01
     655      2.69008950E-01      2.69150851E-01
     656      2.68866545E-01      2.69008225E-01
     657      2.68724364E-01      2.68865822E-01
     658      2.68582404E-01      2.68723642E-01
