

  **** Partial wave analysis (DPWA0) ******************************************


  Kinetic energy = 1.00000E+07 eV

  Only inner phase shifts are tabulated

      L       Phase(spin UP)     Phase(spin DOWN)
  -----------------------------------------------
       0     -1.08777611E-02      0.00000000E+00
       1     -2.61299438E-05     -9.98020282E-03
       2     -4.54477504E-08     -2.37844762E-05
       3     -6.09456190E-11     -4.13043755E-08
       4     -6.76646489E-14     -5.53566585E-11


  *** Scattering amplitudes and differential cross section ***

    Angle      DCS       Asymmetry    Direct amplitude       Spin-flip amplitude     error
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  3.250E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.500E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.750E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.000E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.250E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.500E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.750E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.000E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.250E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.500E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.750E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  6.000E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  6.250E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  6.500E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  6.750E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  7.000E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  7.250E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  7.500E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  7.750E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  8.000E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  8.250E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  8.500E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  8.750E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.000E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.250E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.500E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.750E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.000E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.250E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.500E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.750E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  2.000E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  2.250E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  2.500E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  2.750E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.000E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.250E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.500E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.750E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.000E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.250E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.500E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.750E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.000E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.250E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.500E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.750E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  6.000E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  6.250E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  6.500E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  6.750E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  7.000E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  7.250E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  7.500E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  7.750E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  8.000E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  8.250E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  8.500E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  8.750E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.000E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.250E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.500E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.750E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  2.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  2.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  2.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  2.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.000E-01 2.88176E-16  0.000E+00 (-1.655E-08, 3.758E-09) (-6.873E-11, 1.560E-11)  3.00E-05
  5.250E-01 2.37195E-16  0.000E+00 (-1.513E-08, 2.902E-09) (-6.593E-11, 1.265E-11)  2.60E-05
  5.500E-01 1.96993E-16  0.000E+00 (-1.386E-08, 2.201E-09) (-6.329E-11, 1.005E-11)  1.32E-05
  5.750E-01 1.64940E-16  0.000E+00 (-1.274E-08, 1.624E-09) (-6.081E-11, 7.759E-12)  2.05E-06
  6.000E-01 1.39132E-16  0.000E+00 (-1.174E-08, 1.149E-09) (-5.848E-11, 5.724E-12)  1.35E-05
  6.250E-01 1.18173E-16  0.000E+00 (-1.084E-08, 7.542E-10) (-5.628E-11, 3.913E-12)  1.77E-05
  6.500E-01 1.01017E-16  0.000E+00 (-1.004E-08, 4.265E-10) (-5.420E-11, 2.299E-12)  1.44E-05
  6.750E-01 8.68689E-17  0.000E+00 (-9.319E-09, 1.534E-10) (-5.224E-11, 8.559E-13)  6.28E-06
  7.000E-01 7.51200E-17  0.000E+00 (-8.667E-09,-7.454E-11) (-5.038E-11,-4.369E-13)  2.92E-06
  7.250E-01 6.52970E-17  0.000E+00 (-8.076E-09,-2.650E-10) (-4.862E-11,-1.598E-12)  9.47E-06
  7.500E-01 5.70312E-17  0.000E+00 (-7.540E-09,-4.240E-10) (-4.696E-11,-2.642E-12)  1.14E-05
  7.750E-01 5.00333E-17  0.000E+00 (-7.051E-09,-5.568E-10) (-4.538E-11,-3.584E-12)  8.62E-06
  8.000E-01 4.40756E-17  0.000E+00 (-6.605E-09,-6.673E-10) (-4.388E-11,-4.433E-12)  2.99E-06
  8.250E-01 3.89775E-17  0.000E+00 (-6.197E-09,-7.592E-10) (-4.245E-11,-5.202E-12)  3.02E-06
  8.500E-01 3.45948E-17  0.000E+00 (-5.822E-09,-8.353E-10) (-4.109E-11,-5.896E-12)  6.98E-06
  8.750E-01 3.08109E-17  0.000E+00 (-5.477E-09,-8.979E-10) (-3.980E-11,-6.526E-12)  7.71E-06
  9.000E-01 2.75308E-17  0.000E+00 (-5.160E-09,-9.492E-10) (-3.857E-11,-7.096E-12)  5.37E-06
  9.250E-01 2.46767E-17  0.000E+00 (-4.868E-09,-9.908E-10) (-3.739E-11,-7.613E-12)  1.27E-06
  9.500E-01 2.21838E-17  0.000E+00 (-4.597E-09,-1.024E-09) (-3.627E-11,-8.082E-12)  2.84E-06
  9.750E-01 1.99986E-17  0.000E+00 (-4.347E-09,-1.051E-09) (-3.519E-11,-8.507E-12)  5.31E-06
  1.000E+00 1.80762E-17  0.000E+00 (-4.114E-09,-1.071E-09) (-3.417E-11,-8.894E-12)  5.42E-06
  1.100E+00 1.23549E-17  0.000E+00 (-3.336E-09,-1.107E-09) (-3.047E-11,-1.011E-11)  4.13E-06
  1.200E+00 8.72906E-18  0.000E+00 (-2.743E-09,-1.097E-09) (-2.734E-11,-1.094E-11)  2.31E-06
  1.300E+00 6.34218E-18  0.000E+00 (-2.283E-09,-1.063E-09) (-2.465E-11,-1.148E-11)  5.44E-07
  1.400E+00 4.71832E-18  0.000E+00 (-1.919E-09,-1.017E-09) (-2.232E-11,-1.182E-11)  8.08E-07
  1.500E+00 3.58302E-18  0.000E+00 (-1.628E-09,-9.647E-10) (-2.029E-11,-1.202E-11)  1.54E-06
  1.600E+00 2.76972E-18  0.000E+00 (-1.392E-09,-9.112E-10) (-1.850E-11,-1.211E-11)  1.68E-06
  1.700E+00 2.17484E-18  0.000E+00 (-1.199E-09,-8.585E-10) (-1.693E-11,-1.212E-11)  1.37E-06
  1.800E+00 1.73159E-18  0.000E+00 (-1.039E-09,-8.078E-10) (-1.553E-11,-1.208E-11)  8.06E-07
  1.900E+00 1.39582E-18  0.000E+00 (-9.046E-10,-7.597E-10) (-1.428E-11,-1.199E-11)  1.80E-07
  2.000E+00 1.13773E-18  0.000E+00 (-7.918E-10,-7.145E-10) (-1.315E-11,-1.187E-11)  3.62E-07
  2.100E+00 9.36683E-19  0.000E+00 (-6.961E-10,-6.722E-10) (-1.214E-11,-1.173E-11)  6.79E-07
  2.200E+00 7.78209E-19  0.000E+00 (-6.144E-10,-6.329E-10) (-1.123E-11,-1.157E-11)  7.60E-07
  2.300E+00 6.51917E-19  0.000E+00 (-5.442E-10,-5.963E-10) (-1.040E-11,-1.139E-11)  6.36E-07
  2.400E+00 5.50270E-19  0.000E+00 (-4.835E-10,-5.624E-10) (-9.639E-12,-1.121E-11)  3.77E-07
  2.500E+00 4.67716E-19  0.000E+00 (-4.309E-10,-5.309E-10) (-8.948E-12,-1.103E-11)  1.00E-07
  2.600E+00 4.00100E-19  0.000E+00 (-3.850E-10,-5.017E-10) (-8.315E-12,-1.084E-11)  2.03E-07
  2.700E+00 3.44295E-19  0.000E+00 (-3.448E-10,-4.746E-10) (-7.733E-12,-1.065E-11)  3.71E-07
  2.800E+00 2.97904E-19  0.000E+00 (-3.094E-10,-4.494E-10) (-7.197E-12,-1.046E-11)  4.17E-07
  2.900E+00 2.59084E-19  0.000E+00 (-2.782E-10,-4.261E-10) (-6.703E-12,-1.027E-11)  3.51E-07
  3.000E+00 2.26399E-19  0.000E+00 (-2.506E-10,-4.043E-10) (-6.246E-12,-1.008E-11)  2.07E-07
  3.100E+00 1.98719E-19  0.000E+00 (-2.261E-10,-3.840E-10) (-5.822E-12,-9.893E-12)  1.00E-07
  3.200E+00 1.75152E-19  0.000E+00 (-2.042E-10,-3.651E-10) (-5.429E-12,-9.710E-12)  1.30E-07
  3.300E+00 1.54985E-19  0.000E+00 (-1.847E-10,-3.475E-10) (-5.063E-12,-9.531E-12)  2.29E-07
  3.400E+00 1.37645E-19  0.000E+00 (-1.672E-10,-3.310E-10) (-4.722E-12,-9.354E-12)  2.57E-07
  3.500E+00 1.22669E-19  0.000E+00 (-1.515E-10,-3.156E-10) (-4.404E-12,-9.182E-12)  2.16E-07
  3.600E+00 1.09681E-19  0.000E+00 (-1.373E-10,-3.012E-10) (-4.107E-12,-9.013E-12)  1.25E-07
  3.700E+00 9.83715E-20  0.000E+00 (-1.246E-10,-2.877E-10) (-3.829E-12,-8.847E-12)  1.00E-07
  3.800E+00 8.84865E-20  0.000E+00 (-1.130E-10,-2.750E-10) (-3.568E-12,-8.686E-12)  1.00E-07
  3.900E+00 7.98159E-20  0.000E+00 (-1.026E-10,-2.631E-10) (-3.324E-12,-8.529E-12)  1.54E-07
  4.000E+00 7.21847E-20  0.000E+00 (-9.310E-11,-2.519E-10) (-3.094E-12,-8.375E-12)  1.71E-07
  4.100E+00 6.54467E-20  0.000E+00 (-8.449E-11,-2.413E-10) (-2.879E-12,-8.225E-12)  1.43E-07
  4.200E+00 5.94793E-20  0.000E+00 (-7.666E-11,-2.314E-10) (-2.675E-12,-8.078E-12)  1.00E-07
  4.300E+00 5.41788E-20  0.000E+00 (-6.951E-11,-2.220E-10) (-2.484E-12,-7.936E-12)  1.00E-07
  4.400E+00 4.94576E-20  0.000E+00 (-6.299E-11,-2.131E-10) (-2.303E-12,-7.797E-12)  1.00E-07
  4.500E+00 4.52414E-20  0.000E+00 (-5.702E-11,-2.048E-10) (-2.132E-12,-7.661E-12)  1.09E-07
  4.600E+00 4.14665E-20  0.000E+00 (-5.157E-11,-1.968E-10) (-1.971E-12,-7.529E-12)  1.20E-07
  4.700E+00 3.80786E-20  0.000E+00 (-4.656E-11,-1.893E-10) (-1.819E-12,-7.400E-12)  1.00E-07
  4.800E+00 3.50310E-20  0.000E+00 (-4.197E-11,-1.822E-10) (-1.674E-12,-7.274E-12)  1.00E-07
  4.900E+00 3.22833E-20  0.000E+00 (-3.776E-11,-1.755E-10) (-1.537E-12,-7.152E-12)  1.00E-07
  5.000E+00 2.98008E-20  0.000E+00 (-3.388E-11,-1.691E-10) (-1.408E-12,-7.032E-12)  1.00E-07
  5.100E+00 2.75534E-20  0.000E+00 (-3.031E-11,-1.630E-10) (-1.285E-12,-6.915E-12)  1.00E-07
  5.200E+00 2.55146E-20  0.000E+00 (-2.703E-11,-1.573E-10) (-1.168E-12,-6.802E-12)  1.00E-07
  5.300E+00 2.36618E-20  0.000E+00 (-2.400E-11,-1.518E-10) (-1.057E-12,-6.691E-12)  1.00E-07
  5.400E+00 2.19748E-20  0.000E+00 (-2.120E-11,-1.466E-10) (-9.512E-13,-6.583E-12)  1.00E-07
  5.500E+00 2.04361E-20  0.000E+00 (-1.862E-11,-1.416E-10) (-8.508E-13,-6.477E-12)  1.00E-07
  5.600E+00 1.90304E-20  0.000E+00 (-1.624E-11,-1.368E-10) (-7.552E-13,-6.374E-12)  1.00E-07
  5.700E+00 1.77440E-20  0.000E+00 (-1.403E-11,-1.323E-10) (-6.642E-13,-6.274E-12)  1.00E-07
  5.800E+00 1.65650E-20  0.000E+00 (-1.199E-11,-1.280E-10) (-5.775E-13,-6.176E-12)  1.00E-07
  5.900E+00 1.54827E-20  0.000E+00 (-1.010E-11,-1.239E-10) (-4.948E-13,-6.080E-12)  1.00E-07
  6.000E+00 1.44878E-20  0.000E+00 (-8.353E-12,-1.199E-10) (-4.160E-13,-5.986E-12)  1.00E-07
  6.100E+00 1.35719E-20  0.000E+00 (-6.733E-12,-1.162E-10) (-3.407E-13,-5.895E-12)  1.00E-07
  6.200E+00 1.27277E-20  0.000E+00 (-5.231E-12,-1.125E-10) (-2.689E-13,-5.806E-12)  1.00E-07
  6.300E+00 1.19483E-20  0.000E+00 (-3.839E-12,-1.091E-10) (-2.003E-13,-5.719E-12)  1.00E-07
  6.400E+00 1.12281E-20  0.000E+00 (-2.547E-12,-1.058E-10) (-1.347E-13,-5.634E-12)  1.00E-07
  6.500E+00 1.05615E-20  0.000E+00 (-1.349E-12,-1.026E-10) (-7.203E-14,-5.550E-12)  1.00E-07
